0,1,Somebody-That-I-Used-to-Know,Gotye,http://genius.com/Gotye-Somebody-That-I-Used-to-Know-lyrics
1,2,Call-Me-Maybe,Carly-Rae-Jepsen,http://genius.com/Carly-Rae-Jepsen-Call-Me-Maybe-lyrics
2,3,We-Are-Young,Fun,http://genius.com/Fun-We-Are-Young-lyrics
3,4,Payphone,Maroon-5,http://genius.com/Maroon-5-Payphone-lyrics
4,5,Lights,Ellie-Goulding,http://genius.com/Ellie-Goulding-Lights-lyrics
5,6,Glad-You-Came,The-Wanted,http://genius.com/The-Wanted-Glad-You-Came-lyrics
6,7,Stronger-What-Doesnt-Kill-You,Kelly-Clarkson,http://genius.com/Kelly-Clarkson-Stronger-What-Doesnt-Kill-You-lyrics
7,8,We-Found-Love,Rihanna,http://genius.com/Rihanna-We-Found-Love-lyrics
8,9,Starships,Nicki-Minaj,http://genius.com/Nicki-Minaj-Starships-lyrics
9,10,What-Makes-You-Beautiful,One-Direction,http://genius.com/One-Direction-What-Makes-You-Beautiful-lyrics
10,11,Wild-Ones,Flo-Rida,http://genius.com/Flo-Rida-Wild-Ones-lyrics
11,12,Set-Fire-to-the-Rain,Adele,http://genius.com/Adele-Set-Fire-to-the-Rain-lyrics
12,13,Sexy-and-I-Know-It,LMFAO,http://genius.com/LMFAO-Sexy-and-I-Know-It-lyrics
13,14,Some-Nights,Fun,http://genius.com/Fun-Some-Nights-lyrics
14,15,Wide-Awake,Katy-Perry,http://genius.com/Katy-Perry-Wide-Awake-lyrics
15,16,Good-Feeling,Flo-Rida,http://genius.com/Flo-Rida-Good-Feeling-lyrics
16,17,Whistle,Flo-Rida,http://genius.com/Flo-Rida-Whistle-lyrics
17,18,One-More-Night,Maroon-5,http://genius.com/Maroon-5-One-More-Night-lyrics
18,19,Drive-By,Train,http://genius.com/Train-Drive-By-lyrics
19,20,The-Motto,Drake,http://genius.com/Drake-The-Motto-lyrics
20,21,Where-Have-You-Been,Rihanna,http://genius.com/Rihanna-Where-Have-You-Been-lyrics
21,22,Everybody-Talks,Neon-Trees,http://genius.com/Neon-Trees-Everybody-Talks-lyrics
22,23,Take-Care,Drake,http://genius.com/Drake-Take-Care-lyrics
23,24,Titanium,David-Guetta,http://genius.com/David-Guetta-Titanium-lyrics
24,25,I-Wont-Give-Up,Jason-Mraz,http://genius.com/Jason-Mraz-I-Wont-Give-Up-lyrics
25,26,It-Will-Rain,Bruno-Mars,http://genius.com/Bruno-Mars-It-Will-Rain-lyrics
26,27,Mercy,Kanye-West,http://genius.com/Kanye-West-Mercy-lyrics
27,28,Boyfriend,Justin-Bieber,http://genius.com/Justin-Bieber-Boyfriend-lyrics
28,29,Party-Rock-Anthem,LMFAO,http://genius.com/LMFAO-Party-Rock-Anthem-lyrics
29,30,Too-Close,Alex-Clare,http://genius.com/Alex-Clare-Too-Close-lyrics
30,31,Part-of-Me,Katy-Perry,http://genius.com/Katy-Perry-Part-of-Me-lyrics
31,32,Young-Wild-and-Free,Snoop-Dogg,http://genius.com/Snoop-Dogg-Young-Wild-and-Free-lyrics
32,33,We-Are-Never-Ever-Getting-Back-Together,Taylor-Swift,http://genius.com/Taylor-Swift-We-Are-Never-Ever-Getting-Back-Together-lyrics
33,34,As-Long-as-You-Love-Me,Justin-Bieber,http://genius.com/Justin-Bieber-As-Long-as-You-Love-Me-lyrics
34,35,Turn-Me-On,David-Guetta,http://genius.com/David-Guetta-Turn-Me-On-lyrics
35,36,Moves-like-Jagger,Maroon-5,http://genius.com/Maroon-5-Moves-like-Jagger-lyrics
36,37,Blow-Me-One-Last-Kiss,Pink,http://genius.com/Pink-Blow-Me-One-Last-Kiss-lyrics
37,38,Good-Time,Owl-City,http://genius.com/Owl-City-Good-Time-lyrics
38,39,Give-Your-Heart-a-Break,Demi-Lovato,http://genius.com/Demi-Lovato-Give-Your-Heart-a-Break-lyrics
39,40,Niggas-in-Paris,Jay-Z-and-Kanye-West,http://genius.com/Jay-Z-and-Kanye-West-Niggas-in-Paris-lyrics
40,41,The-One-That-Got-Away,Katy-Perry,http://genius.com/Katy-Perry-The-One-That-Got-Away-lyrics
41,42,Feel-So-Close,Calvin-Harris,http://genius.com/Calvin-Harris-Feel-So-Close-lyrics
42,43,Someone-like-You,Adele,http://genius.com/Adele-Someone-like-You-lyrics
43,44,Scream,Usher,http://genius.com/Usher-Scream-lyrics
44,45,Rack-City,Tyga,http://genius.com/Tyga-Rack-City-lyrics
45,46,Domino,Jessie-J,http://genius.com/Jessie-J-Domino-lyrics
46,47,Gangnam-Style,Psy,http://genius.com/Psy-Gangnam-Style-lyrics
47,48,International-Love,Pitbull,http://genius.com/Pitbull-International-Love-lyrics
48,49,Home,Phillip-Phillips,http://genius.com/Phillip-Phillips-Home-lyrics
49,50,Without-You,David-Guetta,http://genius.com/David-Guetta-Without-You-lyrics
50,51,Ass-Back-Home,Gym-Class-Heroes,http://genius.com/Gym-Class-Heroes-Ass-Back-Home-lyrics
51,52,Wanted,Hunter-Hayes,http://genius.com/Hunter-Hayes-Wanted-lyrics
52,53,Drunk-on-You,Luke-Bryan,http://genius.com/Luke-Bryan-Drunk-on-You-lyrics
53,54,No-Lie,2-Chainz,http://genius.com/2-Chainz-No-Lie-lyrics
54,55,Want-U-Back,Cher-Lloyd,http://genius.com/Cher-Lloyd-Want-U-Back-lyrics
55,56,Dont-Wake-Me-Up,Chris-Brown,http://genius.com/Chris-Brown-Dont-Wake-Me-Up-lyrics
56,57,Dance-A,Big-Sean,http://genius.com/Big-Sean-Dance-A-lyrics
57,58,Springsteen,Eric-Church,http://genius.com/Eric-Church-Springsteen-lyrics
58,59,Brokenhearted,Karmin,http://genius.com/Karmin-Brokenhearted-lyrics
59,60,Not-Over-You,Gavin-DeGraw,http://genius.com/Gavin-DeGraw-Not-Over-You-lyrics
60,61,Stereo-Hearts,Gym-Class-Heroes,http://genius.com/Gym-Class-Heroes-Stereo-Hearts-lyrics
61,62,Back-in-Time,Pitbull,http://genius.com/Pitbull-Back-in-Time-lyrics
62,63,Work-Out,J-Cole,http://genius.com/J-Cole-Work-Out-lyrics
63,64,Rumour-Has-It,Adele,http://genius.com/Adele-Rumour-Has-It-lyrics
64,65,Lets-Go,Calvin-Harris,http://genius.com/Calvin-Harris-Lets-Go-lyrics
65,66,Good-Girl,Carrie-Underwood,http://genius.com/Carrie-Underwood-Good-Girl-lyrics
66,67,Pontoon,Little-Big-Town,http://genius.com/Little-Big-Town-Pontoon-lyrics
67,68,Ho-Hey,The-Lumineers,http://genius.com/The-Lumineers-Ho-Hey-lyrics
68,69,Paradise,Coldplay,http://genius.com/Coldplay-Paradise-lyrics
69,70,Blown-Away,Carrie-Underwood,http://genius.com/Carrie-Underwood-Blown-Away-lyrics
70,71,Rolling-in-the-Deep,Adele,http://genius.com/Adele-Rolling-in-the-Deep-lyrics
71,72,Climax,Usher,http://genius.com/Usher-Climax-lyrics
72,73,Work-Hard-Play-Hard,Wiz-Khalifa,http://genius.com/Wiz-Khalifa-Work-Hard-Play-Hard-lyrics
73,74,Let-Me-Love-You-Until-You-Learn-to-Love-Yourself,Ne-Yo,http://genius.com/Ne-Yo-Let-Me-Love-You-Until-You-Learn-to-Love-Yourself-lyrics
74,75,Pound-the-Alarm,Nicki-Minaj,http://genius.com/Nicki-Minaj-Pound-the-Alarm-lyrics
75,76,Come-Over,Kenny-Chesney,http://genius.com/Kenny-Chesney-Come-Over-lyrics
76,77,Heart-Attack,Trey-Songz,http://genius.com/Trey-Songz-Heart-Attack-lyrics
77,78,Drank-in-My-Cup,Kirko-Bangz,http://genius.com/Kirko-Bangz-Drank-in-My-Cup-lyrics
78,79,Birthday-Cake,Rihanna,http://genius.com/Rihanna-Birthday-Cake-lyrics
79,80,So-Good,BoB,http://genius.com/BoB-So-Good-lyrics
80,81,50-Ways-to-Say-Goodbye,Train,http://genius.com/Train-50-Ways-to-Say-Goodbye-lyrics
81,82,Red-Solo-Cup,Toby-Keith,http://genius.com/Toby-Keith-Red-Solo-Cup-lyrics
82,83,Love-You-like-a-Love-Song,Selena-Gomez-and-the-Scene,http://genius.com/Selena-Gomez-and-the-Scene-Love-You-like-a-Love-Song-lyrics
83,84,Turn-Up-the-Music,Chris-Brown,http://genius.com/Chris-Brown-Turn-Up-the-Music-lyrics
84,85,Die-Young,Kesha,http://genius.com/Kesha-Die-Young-lyrics
85,86,5-OClock,T-Pain,http://genius.com/T-Pain-5-OClock-lyrics
86,87,A-Thousand-Years,Christina-Perri,http://genius.com/Christina-Perri-A-Thousand-Years-lyrics
87,88,Take-a-Little-Ride,Jason-Aldean,http://genius.com/Jason-Aldean-Take-a-Little-Ride-lyrics
88,89,You-da-One,Rihanna,http://genius.com/Rihanna-You-da-One-lyrics
89,90,We-Run-the-Night,Havana-Brown,http://genius.com/Havana-Brown-We-Run-the-Night-lyrics
90,91,Its-Time,Imagine-Dragons,http://genius.com/Imagine-Dragons-Its-Time-lyrics
91,92,Cashin-Out,Ca-h-Out,http://genius.com/Ca-h-Out-Cashin-Out-lyrics
92,93,Dont-Want-This-Night-to-End,Luke-Bryan,http://genius.com/Luke-Bryan-Dont-Want-This-Night-to-End-lyrics
93,94,Diamonds,Rihanna,http://genius.com/Rihanna-Diamonds-lyrics
94,95,Hard-to-Love,Lee-Brice,http://genius.com/Lee-Brice-Hard-to-Love-lyrics
95,96,Somethin-Bout-a-Truck,Kip-Moore,http://genius.com/Kip-Moore-Somethin-Bout-a-Truck-lyrics
96,97,Adorn,Miguel,http://genius.com/Miguel-Adorn-lyrics
97,98,Fly-Over-States,Jason-Aldean,http://genius.com/Jason-Aldean-Fly-Over-States-lyrics
98,99,Even-If-It-Breaks-Your-Heart,Eli-Young-Band,http://genius.com/Eli-Young-Band-Even-If-It-Breaks-Your-Heart-lyrics
99,100,Burn-It-Down,Linkin-Park,http://genius.com/Linkin-Park-Burn-It-Down-lyrics
