,rank,songname,artist,urls,lyrics_raw,word_counts,unique_word_counts,lyrkl_score,Year
23,24,Clarity,Zedd,http://genius.com/Zedd-Clarity-lyrics,"[Click here to see why Zedd's ""Clarity"" almost wasn't a single] / [Verse 1: Foxes] / High dive into frozen waves where the past comes back to life / Fight fear for the selfish pain, it was worth it every time / Hold still right before we crash cause we both know how this ends / Our clock ticks 'til it breaks your glass and I drown in you again / [Chorus: Foxes] / Cause you are the piece of me I wish I didn't need / Chasing relentlessly, still fight and I don't know why / If our love is tragedy, why are you my remedy? / If our love's insanity, why are you my clarity? / [Bridge: Foxes] / If our love is tragedy, why are you my remedy? / If our love's insanity, why are you my clarity? / [Verse 2: Foxes] / Walk on through a red parade and refuse to make amends / It cuts deep through our ground and makes us forget all common sense / Don't speak as I try to leave cause we both know what we'll choose / If you pull, then I'll push too deep and I'll fall right back to you / [Chorus: Foxes] / Cause you are the piece of me I wish I didn't need / Chasing relentlessly, still fight and I don't know why / If our love is tragedy, why are you my remedy? / If our love's insanity, why are you my clarity? / [Interlude: Foxes] / Why are you my clarity? / Why are you my remedy? / Why are you my clarity? / Why are you my remedy? / [Bridge: Foxes] / If our love is tragedy, why are you my remedy? / If our love's insanity, why are you my clarity?",242.0,104.0,44.694214876,2013
24,25,Sail,Awolnation,http://genius.com/Awolnation-Sail-lyrics,"Sail! / [Verse 1] / This is how I show my love / I made it in my mind because / I blame it on my ADD baby / This is how an angel dies / I blame it on my own sick pride / Blame it on my ADD baby / [Chorus] / Sail! / Sail! / Sail! / Sail! / Sail! / [Verse 2] / Maybe I should cry for help / Maybe I should kill myself / Blame it on my ADD baby / Maybe I'm a different breed / Maybe I'm not listening / So blame it on my ADD baby / [Chorus] / Sail! / Sail! / Sail! / Sail! / Sail! / [Bridge] / La la la la la la oh! / La la la la la la oh! / [Chorus] / Sail! / Sail! / Sail! / Sail! / Sail! / [Outro] / Sail with me into the dark / Sail! / Sail with me into the dark / Sail! / Sail with me into the dark / Sail! / Sail with me, sail with me / Sail!",132.0,47.0,16.7348484848,2013
25,26,Dont-You-Worry-Child,Swedish-House-Mafia,http://genius.com/Swedish-House-Mafia-Dont-You-Worry-Child-lyrics,"[Verse 1: John Martin] / There was a time I used to look into my father's eyes / In a happy home I was a king I had a golden throne / Those days are gone, now the memories are on the wall / I hear the songs from the places where I was born / [Bridge: John Martin] / Up on the hill across the blue lake / That's where I had my first heartbreak / I still remember how it all changed / My father said / [Hook: John Martin] / Don't you worry, don't you worry, child / See heaven's got a plan for you / Don't you worry, don't you worry now / Yeah! / [Verse 2: John Martin] / There was a time, I met a girl of a different kind / We ruled the world, I thought I'll never lose her out of sight / We were so young, I think of her now and then / I still hear the songs reminding me of a friend / [Bridge: John Martin] / Up on the hill across the blue lake / That's where I had my first heartbreak / I still remember how it all changed / My father said / [Hook: John Martin] / Don't you worry, don't you worry, child / See heaven's got a plan for you / Don't you worry, don't you worry now / Yeah! / [Bridge: John Martin] / Oh, oh, oh, oh, oh, oh, oh! / Oh, oh, oh, oh, oh, oh, oh! / Oh, oh, oh, oh, oh, oh, oh! / See heaven's got a plan for you / See heaven's got a plan for you / See heaven's got a plan for you / [Hook: John Martin] / Don't you worry, don't you worry, child / See heaven's got a plan for you / Don't you worry, don't you worry now / Yeah! / [Outro: John Martin] / Oh, oh, oh, oh, oh, oh, oh! / Oh, oh, oh, oh, oh, oh, oh! / Oh, oh, oh, oh, oh, oh, oh! / Yeah!",273.0,88.0,28.3663003663,2013
26,27,Diamonds,Rihanna,http://genius.com/Rihanna-Diamonds-lyrics,"[Intro] / Shine bright like a diamond / Shine bright like a diamond / Shine bright like a diamond / So shine bright tonight, you and I / We're beautiful like diamonds in the sky / Shine bright like a diamond / [Verse 1] / Find light in the beautiful sea / I choose to be happy / You and I, you and I / We're like diamonds in the sky / You're a shooting star I see / A vision of ecstasy / When you hold me I'm alive / We're like diamonds in the sky / [Pre-Hook] / I knew that we'd become one right away / Oh, right away / At first sight I felt energy of sun rays / I saw the life inside your eyes / [Hook] / So shine bright tonight, you and I / We're beautiful like diamonds in the sky / Eye to eye, so alive / We're beautiful like diamonds in the sky / [Post-Hook] / Shine bright like a diamond / Shine bright like a diamond / Shining bright like a diamond / We're beautiful like diamonds in the sky / Shine bright like a diamond / Shine bright like a diamond / Shining bright like a diamond / We're beautiful like diamonds in the sky / Shine bright like a diamond / Shine bright like a diamond / In the Sky / [Verse 2] / Palms rise to the universe / As we moonshine and molly / Feel the warmth we'll never die / We're like diamonds in the sky / You're a shooting star I see / A vision of ecstasy / When you hold me I'm alive / We're like diamonds in the sky / [Pre-Hook 2] / At first sight I felt energy of sun rays / I saw the life inside your eyes / [Hook] / So shine bright tonight, you and I / We're beautiful like diamonds in the sky / Eye to eye, so alive / We're beautiful like diamonds in the sky / [Post-Hook] / Shine bright like a diamond / Shine bright like a diamond / Shining bright like a diamond / We're beautiful like diamonds in the sky / Shine bright like a diamond / Shine bright like a diamond / Shining bright like a diamond / We're beautiful like diamonds in the sky / [Intro/Outro] / Shine bright like a diamond / Shine bright like a diamond / In the Sky / Shine bright like a diamond / [Hook] / So shine bright tonight, you and I / We're beautiful like diamonds in the sky / Eye to eye, so alive / We're beautiful like diamonds in the sky / [Outro] / Shine bright like a diamond / Shine bright like a diamond / Shine bright like a diamond / Oh oh yeah / Shine bright like a diamond / Shine bright like a diamond / Shine bright like a diamond / Shine bright like a diamond",401.0,78.0,15.1720698254,2013
27,28,I-Love-It,Icona-Pop,http://genius.com/Icona-Pop-I-Love-It-lyrics,"[Hook] / I got this feelin' on this summer day when you were gone / I crashed my car into the bridge, I watched, I let it burn / I threw your shit into a bag and pushed it down the stairs / I crashed my car into the bridge, I don't care! / I love it, I don't care! / [Verse 1] / You're on a different road I'm in the Milky Way / You want me down on Earth, but I am up in space / You're so damn hard to please, we gotta kill this switch / You're from the '70s, but I'm a '90s bitch / I love it! I love it! / [Hook] / I got this feelin' on this summer day when you were gone / I crashed my car into the bridge, I watched, I let it burn / I threw your shit into a bag and pushed it down the stairs / I crashed my car into the bridge, I don't care! / I love it, I don't care! / [Bridge] / I love it, I love it! / I don't care! I love it / I don't care! / [Verse 2] / You're on a different road I'm in the Milky Way / You want me down on Earth, but I am up in space / You're so damn hard to please, we gotta kill this switch / You're from the '70s, but I'm a '90s bitch / [Bridge] / I don't care! I love it / I don't care! I love it, I love it / I don't care! I love it / I don't care! I love it, I love it / I don't care! I love it",251.0,61.0,14.8247011952,2013
28,29,Safe-and-Sound,Capital-Cities,http://genius.com/Capital-Cities-Safe-and-Sound-lyrics,[Verse 1] / I could lift you up / I could show you what you want to see / And take you where you want to be / You could be my luck / Even if the sky is falling down / I know that we'll be safe and sound / We're safe and sound / [Verse 2] / I could fill your cup / You know my river won't evaporate / This world we still appreciate / You could be my / luck / Even in a hurricane of frowns / I know that we'll be / safe / and / sound / [Chorus] / (Safe and sound) We're safe and sound / (Safe and sound) We're safe and sound / (Hold your ground) We're safe and sound / (Safe and sound) / [Verse 3] / I could show you love / In a tidal wave of mystery / You'll still be standing next to me / You could be my luck / Even if we're six feet underground / I know that we'll be safe and sound / We'll safe and sound / [ / Chorus / ] / We'll safe and sound / (Safe and sound) / (Safe and sound) / (Hold your ground) / (Safe and sound) / [Verse 1] / I could lift you up / I could show you what you want to see / And take you where you want to be / You could be my luck / Even if the sky is falling down / I know that we'll be safe and sound / [Verse 1] / [I could lift you up / I could show you what you want to see / And take you where you want to be](2219013) / You could be my luck / Even if the sky is falling down / I know that we'll be safe and sound / [[Chorus] / We're safe and sound / We're safe and sound / We're safe and sound / We're safe and sound / (Safe and sound) We're safe and sound / (Safe and sound) We're safe and sound / (Hold your ground) We're safe and sound / (Safe and sound),228.0,61.0,16.3201754386,2013
29,30,Treasure,Bruno-Mars,http://genius.com/Bruno-Mars-Treasure-lyrics,"[Intro] / Baby squirrel, you's a sexy mother-fucker / [Verse 1] / Gimme your, gimme your, gimme your attention, baby / I gotta tell you a little somethin' about yourself! / You're wonderful, flawless, ooh you're a sexy lady / But you walk around here like you wanna be someone else / [Pre-Chorus] / I know that you don't know it, but you're fine, so fine / Oh girl I'm gonna show you when you're mine, oh mine / [Chorus] / Treasure, that is what you are / Honey you're my golden star / You know you can make my wish come true / If you let me treasure you / If you let me treasure you / [Verse 2] / Pretty girl, pretty girl, pretty girl you should be smiling / A girl like you should never look so blue / You're everything I see in my dreams / I wouldn't say that to you if it wasn't true / [Pre-Chorus] / I know that you don't know it, but you're fine, so fine / Oh girl I'm gonna show you when you're mine, oh mine / [Chorus] / Treasure, that is what you are / Honey you're my golden star / You know you can make my wish come true / If you let me treasure you / If you let me treasure you / [Interlude] / You are my treasure, you are my treasure / You are my treasure, yeah, you you you, you are / You are my treasure, you are my treasure / You are my treasure, yeah, you you you, you are / [Chorus] / Treasure, that is what you are / Honey you're my golden star / You know you can make my wish come true / If you let me treasure you / If you let me treasure you",263.0,87.0,28.7794676806,2013
30,31,The-Way,Ariana-Grande,http://genius.com/Ariana-Grande-The-Way-lyrics,"[Music Video] / [Intro: Ariana Grande] / I love the way, you make me feel / I love it, I love it / I love the way, you make me feel / I love it, I love it / [Verse 1: Mac Miller] / Say, I’m thinking ’bout her every second, every hour / Do my singing in the shower / Picking petals off the flowers like / Do she love me, do she love me not? / I ain’t a player, I just crush a lot / [Ariana Grande] / You give me that kinda something / Want it all the time, need it every day / On a scale of one to ten I’m at 100 / Never get enough, I can’t stay away / [Pre-Hook: Ariana Grande] / If you want, I got it, I got it every day / You can get whatever you need from me / Stay by your side, I’ll never leave you / And I ain’t going nowhere cause you’re a keeper / [Hook: Ariana Grande] / So don’t you worry, baby you got me / I got a bad boy, must admit it / You got my heart, don’t know how you did it / And I don't care who sees it, babe / I don't want to hide the way I feel when you're next to me / I love the way you make me feel / I love the way / (I love the way) / Baby I love the way you make me feel / I love the way, the way you love / [Verse 2: Ariana Grande] / Oh, so crazy you get my heart, jumping / When you put your lips on mine / And honey it ain’t a question, (quick question) / Cause boy I know just what you like / [Pre-Hook] / So If you need it, I got it, I got it every day / Be your lover, your friend, you’ll find it all in me / Stay by your side, I’ll never leave you / And I ain’t going nowhere cause you’re a keeper / [Hook: Ariana Grande] / So don’t you worry, baby you got me / I got a bad boy, must admit it / You got my heart, don’t know how you did it / And I don't care who sees it, babe / I don't want to hide the way I feel when you're next to me / I love the way you make me feel / I love the way / (I love the way) / Baby I love the way you make me feel / I love the way, the way you love / [Verse 3: Mac Miller] / Uh, I make it feel so fine, I make it feel so fine / I hope you hit me on my celly when I sneak in your mind / You’re a princess to the public, but a freak when it’s time / Said your bed be feeling lonely, so you’re sleeping in mine / You come and watch a movie with me / “American Beauty” / or / “Bruce Almighty” / that groovy / Just come and move closer to me / I got some feelings for you, I’m not gon’ get bored of / But baby you’re an adventure so let me come and explore you / [Hook/Outro] / So don’t you worry, baby you got me / I got a bad boy, must admit it / You got my heart, don’t know how you did it / And I don’t care this is it babe / I don’t want another way to feel you next to me / I love the way you make me feel / I love the way / (I love the way) / I love the way / Baby I love the way you make me feel / I love the way, the way I love you / The way I love you / The way I love you / The way I love you uh, uh uh yeah / I love the way you make me feel / I love it, I love it / I love the way you make me feel / I love it, I love it / The way I love you",586.0,166.0,47.023890785,2013
31,32,Started-from-the-Bottom,Drake,http://genius.com/Drake-Started-from-the-Bottom-lyrics,"[Produced by Mike Zombie] / [Intro] / Started... / ( / Zombie on the track / ) / [Hook] / Started from the bottom, now we're here / Started from the bottom, now my whole team fucking here / Started from the bottom, now we're here / Started from the bottom, now the whole team here, nigga / Started from the bottom, now we're here / Started from the bottom, now my whole team here, nigga / Started from the bottom, now we're here / Started from the bottom, now the whole team fucking here / [Verse 1] / I done kept it real from the jump / Living at my momma's house we'd argue every month / Nigga, I was tryna get it on my own / Working all night, traffic on the way home / And my uncle calling me like, ""Where ya at? / I gave you the keys, told ya bring it right back” / Nigga, I just think it's funny how it goes / Now I'm on the road, half a million for a show and we— / [Hook] / Started from the bottom, now we're here / Started from the bottom, now my whole team fucking here / Started from the bottom, now we're here / Started from the bottom, now the whole team here, nigga / Started from the bottom, now we're here / Started from the bottom, now the whole team fucking here / Started from the bottom, now we're here / Started from the bottom, now the whole team here, nigga / [Verse 2] / Boys tell stories 'bout the man / Say I never struggled, wasn't hungry, yeah, I doubt it / Nigga, I could turn your boy into the man / There ain't really much out here, that's popping off without us / Nigga, we just want the credit where it's due / I'mma worry 'bout me, give a fuck about you / Nigga, just as a reminder to myself / I wear every single chain, even when I'm in the house / Cause we— / [Hook] / Started from the bottom, now we're here / Started from the bottom, now my whole team fucking here / Started from the bottom, now we're here / Started from the bottom, now the whole team here, nigga / [Bridge] / No new niggas, nigga, we don't feel that / Fuck a fake friend, where your real friends at? / We don't like to do too much explaining / Story stayed the same, I never changed it / No new niggas, nigga, we don't feel that / Fuck a fake friend, where you real friends at? / We don't like to do too much explaining / Story stayed the same through the money and the fame / Cause we— / [Hook] / Started from the bottom, now we're here / Started from the bottom, now my whole team fucking here / Started from the bottom, now we're here / Started from the bottom, now the whole team here, nigga / Started from the bottom, now we're here / Started from the bottom, now my whole team here, nigga / Started from the bottom, now we're here / Started from the bottom, now the whole team here, nigga",459.0,136.0,40.2962962963,2013
32,33,Come-and-Get-It,Selena-Gomez,http://genius.com/Selena-Gomez-Come-and-Get-It-lyrics,"[Chorus] / When you're ready come and get it / Na na na na, na na na na, na na na na / When you're ready come and get it / Na na na na, na na na na, na na na na / When you're ready, when you're ready / When you're ready come and get it / Na na na na, na na na na, na na na na / [Verse 1] / You ain't gotta worry, it's an open invitation / I'll be sitting right here real patient / All day, all night, I'll be waiting standby / Can't stop, because I love it / Hate the way I love you / All day, all night / Maybe I'm addicted for life, no lie / [Pre-Chorus 1] / I'm not too shy to show I love you / I got no regrets / I love you much too much to hide you / This love ain't finished yet / This love ain't finished yet / So baby, whenever you're ready / [Chorus] / When you're ready come and get it / Na na na na, na na na na, na na na na / When you're ready come and get it / Na na na na, na na na na, na na na na / When you're ready, when you're ready / When you're ready come and get it / Na na na na, na na na na, na na na na / [Verse 2] / You got the kind of love that I want, let me get that / (Let me get that, yeah) / And baby, once I get it, I'm yours no take-backs / Gon' love you for life, I ain't leaving your side / Even if you knock it, ain't no way to stop it / Forever, you're mine / Baby, I'm addicted, no lie, no lie / [Pre-Chorus 2] / I'm not too shy to show I love you / I got no regrets / So baby, whenever you're ready... / [Chorus] / When you're ready come and get it / Na na na na, na na na na, na na na na / When you're ready come and get it / Na na na na, na na na na, na na na na / When you're ready, when you're ready / When you're ready come and get it / Na na na na, na na na na, na na na na / [Bridge] / This love will be the death of me / But I know I'll die happily / I'll know, I'll know, I'll know / Because you love me so / Yeah / [Chorus] / When you're ready come and get it / Na na na na, na na na na, na na na na / When you're ready come and get it / Na na na na, na na na na, na na na na / (I'm gonna get it) / When you're ready, when you're ready / When you're ready come and get it / (When you're ready come and get it, get it) / Na na na na, na na na na, na na na na",434.0,91.0,19.0806451613,2013
33,34,Hold-On-Were-Going-Home,Drake,http://genius.com/Drake-Hold-On-Were-Going-Home-lyrics,"[Produced by Nineteen85, Majid Jordan & Noah ""40"" Shebib] / [Refrain: Drake] / I got my eyes on you / You're everything that I see / I want your hot love and emotion endlessly / I can't get over you / You left your mark on me / I want your hot love and emotion endlessly / [Pre-Hook: Drake] / Cause you're a good girl and you know it / You act so different around me / Cause you're a good girl and you know it / I know exactly who you could be / [Hook: Drake] / Just hold on, we're going home / Just hold on, we're going home / It's hard to do these things alone / Just hold on, we're going home / [Refrain: Drake] / I got my eyes on you / You're everything that I see / I want your hot love and emotion endlessly / I can't get over you / You left your mark on me / I want your hot love and emotion endlessly / [Pre-Hook: Drake] / Cause you're a good girl and you know it / You act so different around me / Cause you're a good girl and you know it / I know exactly who you could be / [Hook: Drake] / Just hold on, we're going home / Just hold on, we're going home / It's hard to do these things alone / Just hold on, we're going home / [Bridge: Majid Al Maskati] / You're the girl, you're the one / Gave you everything I loved / I think there's something, baby / I think there's something, baby / You're the girl, you're the one / Gave you everything I loved / I think there's something, baby / I think there's something, baby / [Pre-Hook: Drake & / Majid Al Maskati / ] / Cause you're a good girl and you know it / You act so different around me / Cause you're a good girl and you know it / I know exactly who you could be / [Hook: Drake] / Just hold on, we're going home / Just hold on, we're going home / It's hard to do these things alone / Just hold on, we're going home",286.0,59.0,12.1713286713,2013
34,35,Daylight,Maroon-5,http://genius.com/Maroon-5-Daylight-lyrics,"[Verse 1] / Here I am waiting, I'll have to leave soon / Why am I holding on? / We knew this would come, we knew it all along / How did it come so fast? / This is our last night but it's late / And I'm trying not to sleep / Cause I know, when I wake / I will have to slip away / [Hook] / And when the daylight comes I'll have to go / But tonight I'm gonna hold you so close / Cause in the daylight we'll be on our own / But tonight I need to hold you so close / Ooh-whoa , ooh-whoa , ooh-whoa / Ooh-whoa , ooh-whoa , ooh-whoa / [Verse 2] / Here I am staring at your perfection / In my arms, so beautiful / The sky is getting bright the stars are burning out / Somebody slow it down / This is way too hard / Cause I know, when the sun comes up / I will leave, this is my last glance / That will soon be memory / [Hook] / And when the daylight comes I'll have to go / But tonight I'm gonna hold you so close / Cause in the daylight we'll be on our own / But tonight I need to hold you so close / Ooh-whoa , ooh-whoa , ooh-whoa / Ooh-whoa , ooh-whoa , ooh-whoa / [Bridge] / I never wanted to stop / Because I don't wanna start all over, start all over / I was afraid of the dark / But now it's all that I want, all that I want, all that I want / [Hook] / And when the daylight comes I'll have to go / But tonight I'm gonna hold you so close / Cause in the daylight we'll be on our own / But tonight I need to hold you so close / Ooh-whoa , ooh-whoa , ooh-whoa / Ooh-whoa , ooh-whoa , ooh-whoa / And when the daylight comes I'll have to go / But tonight I'm gonna hold you so close / Cause in the daylight we'll be on our own / But tonight I need to hold you so close / Ooh-whoa , ooh-whoa , ooh-whoa / Ooh-whoa , ooh-whoa , ooh-whoa / [Outro] / Ooh-whoa (Yeah), ooh-whoa (Yeah), ooh-whoa (Yeah) / Ooh-whoa (Yeah), ooh-whoa (Yeah), ooh-whoa",319.0,105.0,34.5611285266,2013
35,36,Feel-This-Moment,Pitbull,http://genius.com/Pitbull-Feel-This-Moment-lyrics,"[Intro: Pitbull] / Ask for money, and get advice / Ask for advice, get money twice / I'm from the dirty, but that chico nice / Y'all call it a moment, I call it life / [Hook: Christina Aguilera] / One day when the light is glowin' / I’ll be in my castle golden / But until the gates are open / I just wanna feel this moment / Oh, I just wanna feel this moment / Oh, I just wanna feel this moment / [Interlude: Pitbull] / Mr. Worldwide / Christina Aguilera / Oye, mamita, come on! / ¡Dale, que la cosa está rica! / (I just wanna feel this moment) / [Beat Break] / Feel this moment! / [Verse 1: Pitbull] / Reporting live / from / the tallest building in Tokyo / Long ways from them hard ways / Bills and Os, and oh-yays / Dade County always, / 305 all day / Now, baby, we can parler, / or, baby, we can party / She read books, especially about red rooms and tie ups / I got it hooked, ‘cause she seen me in a suit / With the red tie tied up / Meet in Greece, nice to meet ya / But time is money, only difference is I own it / Now let's stop time and enjoy this moment / [Hook: Christina Aguilera] / One day when the light is glowin' / I’ll be in my castle golden / But until the gates are open / I just wanna feel this moment / Oh, I just wanna feel this moment / Oh, I just wanna feel this moment / [Beat Break] / Come on, feel this moment! / [Verse 2: Pitbull] / I see the future but live for the moment / Make sense, don't it? / Now make dollars, I mean billions / I'm a genius, I mean brilliant / This street is what schooled him / And made him slicker, to slick with the ruler / I've lost a lot, and learned a lot / But I'm still undefeated, like Shula / I'm far from cheap / I break down companies with all my peeps / Baby, we can travel the world / And what I can give you is all you can see / Time is money, only difference is I own it / Like a stop watch / Let's stop time and enjoy this moment / [Hook: Christina Aguilera] / One day when the light is glowin' / I’ll be in my castle golden / But until the gates are open / I just wanna feel this moment / Oh, I just wanna feel this moment / Oh, I just wanna feel this moment / (Come on, feel this moment!) / Oh, I just wanna feel this moment / Oh, I just wanna feel this moment",383.0,161.0,67.6788511749,2013
36,37,Applause,Lady-Gaga,http://genius.com/Lady-Gaga-Applause-lyrics,"[Verse 1] / I stand here waiting for you to bang the gong / To crash the critic saying, ""is it right or is it wrong?"" / If only fame had an IV, baby could I bear / Being away from you, I found the vein, put it in here / [Pre-Chorus] / I live for the applause, applause, applause / I live for the applause-plause, live for the applause-plause / Live for the way you cheer and scream for me / The applause, applause, applause / [Chorus] / Give me that thing that I love / (I'll turn the lights out) / Put your hands up, make 'em touch / (Make it real loud) / Give me that thing that I love / (I'll turn the lights out) / Put your hands up, make 'em touch / (Make it real loud) / [Post-Chorus] / (A-P-P-L-A-U-S-E) / Make it real loud! / Put your hands up, make 'em touch, touch / (A-P-P-L-A-U-S-E) / Make it real loud! / Put your hands up, make 'em touch, touch / [Verse 2] / I've overheard your theory ""Nostalgia's for geeks"" / I guess sir, if you say so, some of us just like to read / One second I'm a Koons, then suddenly the Koons is me / Pop culture was in art, now art’s in pop culture, in me / [Pre-Chorus] / I live for the applause, applause, applause / I live for the applause-plause, live for the applause-plause / Live for the way you cheer and scream for me / The applause, applause, applause / [Chorus] / Give me that thing that I love / (I'll turn the lights out) / Put your hands up, make 'em touch / (Make it real loud) / Give me that thing that I love / (I'll turn the lights out) / Put your hands up, make 'em touch / (Make it real loud) / [Post-Chorus] / (A-P-P-L-A-U-S-E) / Make it real loud! / Put your hands up, make 'em touch, touch / (A-P-P-L-A-U-S-E) / Make it real loud! / Put your hands up, make 'em touch, touch / [Bridge] / Woo... / Touch, touch / Woo... / Touch, touch, now... / Woo-oh-oh-oh... / [Pre-Chorus] / I live for the applause, applause, applause / I live for the applause-plause, live for the applause-plause / Live for the way you cheer and scream for me / The applause, applause, applause / [Chorus] / Give me that thing that I love / (I'll turn the lights out) / Put your hands up, make 'em touch / (Make it real loud) / Give me that thing that I love / (I'll turn the lights out) / Put your hands up, make 'em touch / (Make it real loud) / [Post-Chorus] / (A-P-P-L-A-U-S-E) / Make it real loud! / Put your hands up, make 'em touch, touch / (A-P-P-L-A-U-S-E) / Make it real loud! / Put your hands up, make 'em touch, touch / [Outro] / A-R-T-P-O-P",343.0,93.0,25.2157434402,2013
37,38,One-More-Night,Maroon-5,http://genius.com/Maroon-5-One-More-Night-lyrics,"[Intro] / Ooooh oooh oh oh oh oh oh / Ooooh oooh oh oh oh oh oh / [Verse 1] / You and I go hard / At each other like we going to war / You and I go rough / We keep throwing things and slamming the doors / You and I get so / Damn dysfunctional we stop keeping score / You and I get sick / Yeah I know that we can't do this no more / [Hook] / But baby there you go again, there you go again making me love you / Yeah I stopped using my head, using my head let it all go / Got you stuck on my body, on my body like a tattoo / And now I'm feeling stupid, feeling stupid crawling back to you / So I cross my heart, and I hope to die / That I'll only stay with you one more night / And I know I've said it a million times / But I'll only stay with you one more night / [Verse 2] / Try to tell you 'No' / But my body keeps on telling you 'Yes' / Try to tell you stop / But your lipstick got me so out of breath / I be waking up / In the morning probably hating myself / And I be waking up / Feeling satisfied but guilty as hell / [Hook] / But baby there you go again, there you go again making me love you / Yeah I stopped using my head, using my head let it all go / Got you stuck on my body, on my body like a tattoo / And now I'm feeling stupid, feeling stupid crawling back to you / So I cross my heart, and I hope to die / That I'll only stay with you one more night / And I know I've said it a million times / But I'll only stay with you one more night / [Bridge] / Yeah baby give me one more night / Yeah baby give me one more night / Yeah baby give me one more night / [Hook] / But baby there you go again, there you go again making me love you / Yeah I stopped using my head, using my head let it all go / Got you stuck on my body, on my body like a tattoo yeah / So I cross my heart, and I hope to die / That I'll only stay with you one more night / And I know I've said it a million times / But I'll only stay with you one more night / (Yeah baby give me one more night) / [Verse 3] / So I cross my heart and I hope to die / That I'll only stay with you one more night / And I know I've said it a million times / But I'll only stay with you one more night / (Yeah baby give me one more night) / So I cross my heart and I hope to die / That I'll only stay with you one more night / And I know I've said it a million times / But I'll only stay with you one more night",460.0,112.0,27.2695652174,2013
38,39,Love-Me,Lil-Wayne,http://genius.com/Lil-Wayne-Love-Me-lyrics,"[Pre-Hook: Future] / I'm on that good kush and alcohol / I got some down bitches I can call / I don't know what I would do without y'all / I'ma ball 'til the day I fall / [Hook: Drake] / Yeah, long as my bitches love me (yeah, yeah) / I can give a fuck 'bout no hater / Long as my bitches love me / I can give a fuck 'bout no niggas / Long as these bitches love me / [Verse 1: Lil Wayne] / Uh, pussy-ass nigga, stop hatin' / Lil Tunechi got that fire / And these hoes love me like Satan, man / Fuck with me and get bodied / And all she eat is dick; she's on a strict diet / That's my baby, / with no makeup she a ten / And she the best with that head / Even better then Karrine / She don't want money / She want the time that we could spend / She said: ""‘Cause I really need somebody / So tell me you're that somebody."" / Girl, I fuck who I want, and fuck who I don't! / Got that A1 credit, / that's that filet mignon / She said: ""I never want to make you mad / I just want to make you proud."" / I said: ""Baby, just make me cum, then don't make a sound."" / [Pre-Hook: Future] / I'm on that good kush and alcohol / I got some down bitches I can call / I don't know what I would do without y'all / I'ma ball 'til the day I fall / [Hook: Drake] / Yeah, long as my bitches love me (yeah, yeah) / I can give a fuck 'bout no hater / Long as my bitches love me / I can give a fuck 'bout no niggas / Long as these bitches love me / [Verse 2: Lil Wayne] / Real nigga, fuck these haters! / These hoes got pussies like craters / Can't treat these hoes like ladies, maaaan / Pussy, money, weed, codeine / She said my dick feel like morphine / I hope my name taste like sardines to these niggas / She wake up, eat this dick / Call that breakfast in bed, $69.96 / I feel her heartbeat, I chest-to-chest with this bitch / Now turn around, face down; I'm arrestin' this bitch / All my bitches love me, and I love all my bitches / But it's like as soon as I cum, I come to my senses / And I would say these hoes' names / But then I would be snitchin' / And these haters try to knock me / But they can't knock me off the hinges; Lil Tunechi! / [Pre-Hook: Future] / I'm on that good kush and alcohol / I got some down bitches I can call / I don't know what I would do without y'all / I'ma ball 'til the day I fall / [Hook: Drake] / Yeah, long as my bitches love me (yeah, yeah) / I can give a fuck 'bout no hater / Long as my bitches love me / I can give a fuck 'bout no niggas / Long as these bitches love me / [Bridge: Lil Wayne] / I lost a few good bitches / Met some more bad bitches / And I be schooling them niggas / Pose for your class picture / Now kiss my ass if you hating / I'm getting ass, or I'm skating / I lost a few good bitches / Met some more bad bitches / And I be schooling them niggas / Pose for your class picture / Now kiss my ass if you hating / I'm getting ass, or I'm skating, bitch! / [Pre-Hook: Future] / I'm on that good kush and alcohol / I got some down bitches I can call / I don't know what I would do without y'all / I'ma ball 'til the day I fall / [Hook: Drake] / Yeah, long as my bitches love me (yeah, yeah) / I can give a fuck 'bout no hater / Long as my bitches love me / I can give a fuck 'bout no niggas / Long as these bitches love me",585.0,180.0,55.3846153846,2013
