,rank,songname,artist,urls,lyrics_raw,word_counts,unique_word_counts,lyrkl_score,Year
53,54,Wagon-Wheel,Darius-Rucker,http://genius.com/Darius-Rucker-Wagon-Wheel-lyrics,"[Verse 1] / Heading down south to the land of the pines / I'm thumbing my way into North Caroline / Staring up the road and pray to God I see headlights / I made it down the coast in seventeen hours / Picking me a bouquet of dogwood flowers / And I'm a-hoping for Raleigh, I can see my baby tonight / [Chorus] / So rock me momma like a wagon wheel / Rock me momma any way you feel / Hey momma rock me / Rock me momma like the wind and the rain / Rock me momma like a south bound train / Hey momma rock me / [Verse 2] / Running from the cold up in New England / I was born to be a fiddler in an old time string band / My baby plays a guitar, I pick a banjo now / Oh, north country winters keep a-getting me down / Lost my money playing poker so I had to leave town / But I ain't turning back to living that old life no more / [Chorus] / So rock me momma like a wagon wheel / Rock me momma any way you feel / Hey momma rock me / Rock me momma like the wind and the rain / Rock me momma like a south bound train / Hey momma rock me / [Verse 3] / Walking to the south out of Roanoke / I caught a trucker out of Philly had a nice long toke / But he's a heading west from the Cumberland gap / To Johnson City, Tennessee / And I got to get a move on before the sun / I hear my baby calling my name and I know that she's the only one / And if I died in Raleigh at least I will die free / [Chorus] / So rock me momma like a wagon wheel / Rock me momma any way you feel / Hey momma rock me / Oh rock me momma like the wind and the rain / Rock me momma like a south bound train / Hey hey momma rock me / So rock me momma like a wagon wheel / Rock me momma any way you feel / Hey hey momma rock me / Momma rock me / Momma rock me / Rock me momma like the wind and the rain / Rock me momma like a south bound train / Hey hey momma rock me / You can rock me / Rock me",362.0,142.0,55.7016574586,2013
54,55,Gangnam-Style,Psy,http://genius.com/Psy-Gangnam-Style-lyrics,"[Korean Translation] / Oppan gang-namseutayil / Kang-namseutayil / Naje-neun ttasaroun inkanjeo-gin yeoja / Keopi hanjanye yeoyureuraneun pumkyeok i-nneun yeoja / Bami omyeon shimjangi tteugeowojineun yeoja / Keureon banjeon i-nneun yeoja / Naneun sana-i / Naje-neun neomankeum ttasaroun geureon sana-i / Keopi shikgido jeone wonsyas ttaerineun sana-i / Bami omyeon shimjangi teojyeobeorineun sana-i / Keureon sana-i / Areumdawo sarangseureowo / Keurae neo hey keurae baro neo hey / Areumdawo sarangseureowo / Keurae neo hey keurae baro neo hey / Chigeumbu-teo kal dekkaji kabol-kka / Oppan Gangnam style / Gangnam style / Oppan Gangnam style / Gangnam style / Oppan Gangnam style / Eh- sexy lady / Oppan Gangnam style / Eh- sexy lady / O-oo-o / Jeongsu-khae boijiman nol ttaen noneun yeoja / Ittaeda shipeumyeon mukkeot-deon meori puneun yeoja / Karyeot-jiman wen-manhan nochulboda yahan yeoja / Keureon gamkakjeo-gin yeoja / Naneun sana-i / Jeomjanha boijiman nol ttaen noneun sana-i / Ttae-ga dwehmyeon wahnjeon michyeobeorineun sana-i / Keunyukboda sasangi ul-tungbul-tung-han sana-i / Keureon sana-i / Areumdawo, / sarangseureowo / Keurae neo hey keurae baro neo hey / Areumdawo, / sarangseureowo / Keurae neo hey keurae baro neo hey / Chigeumbu-teo kal dekkaji kabol-kka / Oppan Gangnam style / Gangnam style / Oppan Gangnam style / Gangnam style / Oppan Gangnam style / Eh- sexy lady / Oppan Gangnam style / Eh- sexy lady / O-oo-o / Ttwiineun nom keu wiie naneun nom / Baby baby / Naneun mwol jom aneun nom / Ttwiineun nom keu wiie naneun nom / Baby baby / Naneun mwol jom aneun nom / You know what I’m sayin' / Oppan Gangnam style / Eh- Sexy Lady Oppa Gangnam style / Eh- Sexy Lady Oppa Gangnam style o-oo-o oh",219.0,87.0,34.5616438356,2013
55,56,I-Need-Your-Love,Calvin-Harris,http://genius.com/Calvin-Harris-I-Need-Your-Love-lyrics,"[Chorus: Ellie Goulding] / I need your love, I need your time / When everything's wrong, you make it right / I feel so high, I come alive / I need to be free with you tonight / I need your love / [Drop] / I need your love / [Verse 1: Ellie Goulding] / I take a deep breath every time I pass your door / I know you're there but I can't see you anymore / And that's the reason you're in the dark / I've been a stranger ever since we fell apart / And I feel so helpless here / Watch my eyes are filled with fear / Tell me, do you feel the same? / Hold me in your arms again / [Chorus: Ellie Goulding] / I need your love, I need your time / When everything's wrong, you make it right / I feel so high, I come alive / I need to be free with you tonight / I need your love / [Drop] / I need your love / [Verse 2] / Now I'm dreaming, will ever find you now? / I walk in circles but I'll never figure out / What I mean to you, do I belong? / I try to fight this, but I know I'm not that strong / And I feel so helpless here / Watch my eyes are filled with fear / Tell me, do you feel the same? / Hold me in your arms again / [Chorus: Ellie Goulding] / I need your love, I need your time / When everything's wrong, you make it right / I feel so high, I come alive / I need to be free with you tonight / I need your love / [Drop] / I need your love / [Bridge] / All the years, all the times / You were never been to blame / And now my eyes are open / And now my heart is closing / And all the tears, all the lies, all the waste / I've been trying to make it change / And now my eyes are open / [Outro] / I need your love, I need your time / When everything's wrong, you make it right / I feel so high, I come alive / I need to be free",315.0,102.0,33.0285714286,2013
56,57,Die-Young,Kesha,http://genius.com/Kesha-Die-Young-lyrics,"[Chorus] / I hear your heart beat to the beat of the drums / Oh, what a shame that you came here with someone / So while you're here in my arms / Let's make the most of the night / Like we're gonna die young / We're gonna die young / We're gonna die young / Let's make the most of the night / Like we're gonna die young / [Verse 1] / Young hearts, out our minds / Running till / we outta time / Wild childs, looking good / Living hard just like we should / Don't care who's watching when we tearing it up / (you know) / That magic that we got, nobody can touch / (for sure) / [Pre-Chorus] / Looking for some trouble tonight / (yeah!) / Take my hand, I'll show you the wild side / Like it's the last night of our lives / (uh-huh!) / We'll keep dancing till we die / [Chorus] / I hear your heart beat to the beat of the drums / Oh, what a shame that you came here with someone / So while you're here in my arms / Let's make the most of the night / Like we're gonna die young / We're gonna die young / We're gonna die young / Let's make the most of the night / Like we're gonna die young / [Verse 2] / Young punks / taking shots / Stripping down to dirty socks / Music up, getting hot / Kiss me, give me all you've got / It's pretty obvious that you got a crush / (you know) / That magic in your pants, it's making me blush / (for sure) / [Pre-Chorus] / Looking for some trouble tonight / (yeah!) / Take my hand, I'll show you the wild side / Like it's the last night of our lives / (uh-huh!) / We'll keep dancing till we die / [Breakdown] / I hear your heart beat to the beat of the drums / Oh, what a shame that you came here with someone / So while you're here in my arms / Let's make the most of the night / Like we're gonna die young / [Chorus] / I hear your heart beat to the beat of the drums / Oh, what a shame that you came here with someone / So while you're here in my arms / Let's make the most of the night / Like we're gonna die young / We're gonna die young / We're gonna die young / Let's make the most of the night / Like we're gonna die young",363.0,108.0,32.132231405,2013
57,58,Some-Nights,Fun,http://genius.com/Fun-Some-Nights-lyrics,"[Intro] / Some nights, I stay up cashing in my bad luck; some nights, I call it a draw / Some nights, I wish that my lips could build a castle / Some nights, I wish they'd just fall off / But I still wake up, I still see your ghost / Oh Lord, I'm still not sure what I stand for / What do I stand for? What do I stand for? / Most nights, I don't know anymore... / [Verse 1] / This is it, boys, this is war / - what are we waiting for? / Why don't we break the rules already? / I was never one to believe the hype - save that for the black and white / I try twice as hard and I'm half as liked, but here they come again to jack my style / And that's alright; I found a martyr in my bed tonight / She stops my bones from wondering just who I am, who I am, who I am / Oh, who am I? / Oh, who am I? / [Hook] / Some nights, I wish that this all would end / Cause I could use some friends for a change / And some nights, I'm scared you'll forget me again / Some nights, I always win (my eyes win) / But I still wake up, I still see your ghost / Oh Lord, I'm still not sure what I stand for / What do I stand for? What do I stand for? / Most nights, I don't know... / [Bridge] / So this is it? I sold my soul for this? / Washed my hands of that for this? / I miss my mom and dad for this? / No. When I see stars, when I see stars, that's all they are / When I hear songs, they sound like a swan, so come on / Oh, come on. Oh, come on! / Oh, come on! / Oh, come on! / [Verse 2] / That is it, guys, that is all - / five minutes in and I'm bored again / Ten years of this, I'm not sure if anybody understands / This one is not for the folks back home; I'm sorry to leave, mom, I had to go / Who the fuck wants to die alone all dried up in the desert sun? / [Verse 3] / My heart is breaking for my sister and the con that she called ""love"" / And then I look into my nephew's eyes... / Man, you wouldn't believe the most amazing things that can come from... / Some terrible nights / [Outro] / The other night, you wouldn't believe the dream I just had about you and me / I called you up, but we'd both agree / It's for the best you didn't listen / It's for the best we get our distance / It's for the best you didn't listen / It's for the best we get our distance oh",436.0,190.0,82.7981651376,2013
58,59,Bad,Wale,http://genius.com/Wale-Bad-lyrics,"[Intro: Wale] / Monogamy or whatever you call it / I'm starting to think it ain't for everybody / Most of us rushing into it anyways, you know what I'm saying / You ain't rushing for love, and I ain't up here to judge / Let's neglect the what if's and make it do what it does / Let's get it / [Hook: Tiara Thomas] / Is it bad that I never made love, no I never did it / But I sure know how to fuck / I'll be your bad girl, I'll prove it to you / I can't promise that I'll be good to you / Cause I had some issues, I won't commit / No, not having it / But at least I can admit that I'll be bad noooooo to you (to you) / Yeah, I'll be good in bed but I'll be bad to you / Bad that I never made love, no I never did it / But I sure know how to fuck / [Verse 1: Wale] / Lets get it / Bad girls ain't no good, and the good girls ain't no fun / And the hood girls want a smart nigga, college girls all want a thug / So it seems that we fiend what we don't need / Got a thing for a queen who know when to leave / I ain't bout to judge you, don't judge me / You ain't gotta really sing about your rap sheet / Cause I heard you (bad nooo) / In the literal sense I mean that / Rough sex saying I love yah / But to kiss them is saying you mean that (bad nooo) / I know I just be calling her mean ass / Oh the irony, got the bomb indeed / But the problem is it's probably a deep past / Still I'm feeling of something I need bad / Thinking if I get her, I get her to need this / I don't need emotions to open your deep sea / I conceive an ocean by going between legs / Beg, nope, bed, floor, dope / Go, for it, couch, now / Slow, mo-tion, around, put it down / Lord knows she was gone ‘fore the morn', hold up / [Hook: Tiara Thomas] / Is it bad that I never made love, no I never did it / But I sure know how to fuck / I'll be your bad girl, I'll prove it to you / I can't promise that I'll be good to you / Cause I had some issues, I won't commit / No, not having it / But at least I can admit that I'll be bad noooooo to you (to you) / Yeah, I'll be good in bed but I'll be bad to you / [Verse 2: Wale] / Let me tell you 'bout her, look / She hurt feelings, she break hearts / She stay quiet, she play smart / She take pride, in going out / Getting hollered at, and saying nah / She no saint, but she don't pose / She don't wear make up by the boat load / Riding through lake shore with the nose up / She don't really date much but it slows her up / She got haters, but we all do / Heard your winter time cold shawty fall through / Baby look at they approach, how they court you / All those minds games nevermind cause they all lose / In the physical sense I mean that / I ain't tryna kiss up, suck up, feed gas / I ain't like them nigga you sucking your teeth at, / nope / Play big, trust me I'll humble your mean ass, look / Shawty is actually in prevent / Cause the one in front is working deep threat, yep / Bed, floor, couch, more / More, shower, Lord, perm / Done, love, nah / Called in the morning, cell number wasn't on, goddamn / [Hook: Tiara Thomas] / Is it bad that I never made love, no I never did it / But I sure know how to fuck / I'll be your bad girl, I'll prove it to you / I can't promise that I'll be good to you / Cause I had some issues, I won't commit / No, not having it / But at least I can admit that I'll be bad noooooo to you (to you) / Yeah, I'll be good in bed but I'll be bad to you / Bad that I never made love, no I never did it / But I sure know how to fuck / [Produced by Kelson and Tiara Thomas]",669.0,249.0,92.6771300448,2013
59,60,Boys-Round-Here,Blake-Shelton,http://genius.com/Blake-Shelton-Boys-Round-Here-lyrics,"Red red red red red red red red redneck / [Verse 1] / Well the boys 'round here don't listen to The Beatles / Run ol' Bocephus through a jukebox needle / At the honky-tonk, where their boots stomp / All night, what / That's right / Yea, and what they call work, digging in the dirt / Gotta get it in the ground 'fore the rain come down / To get paid, to get the girl / And your 4 wheel drive / A country boy can survive / [Chorus] / Yea the boys 'round here / Drinking that ice cold beer / Talkin' 'bout girls, talkin' 'bout trucks / Runnin' them red dirt roads out, kicking up dust / The boys 'round here / Sending up a prayer to the man upstairs / Backwoods legit, don't take no shit / Chew tobacco, chew tobacco, chew tobacco, spit / Aw heck / Red red red red red red redneck / [Verse 2] / Well the boys 'round here, they're keeping it country / Ain't a damn one know how to do the dougie / You don't do the dougie? / No, not in Kentucky / But these girls 'round here yep, they still love me / Yea, the girls 'round here, they all deserve a whistle / Shakin' that sugar, sweet as Dixie crystal / They like that y'all and southern drawl / And just can't help it cause they just keep fallin' / [Chorus] / [Bridge: Pistol Annies] / Let me hear you say / Ooh let's ride / Ooh let's ride / Down to the river side / [Bridge: Blake Shelton] / Ooh let's ride / Hey now girl, hop inside / Me and you gonna take a little ride to the river / Let's ride, that's right / Lay a blanket on the ground / Kissing and the crickets is the only sound / We out of town / Have you ever got down with a / Red red red red red red redneck / And do you wanna get down with a / Red red red red red red redneck / Girl you gotta get down / [Chorus] / [Interlude] / Ooh let's ride / Red red red red red red redneck / Ooh let's ride / I'm one of them boys 'round here / Ooh let's ride / Red red red red red red redneck / Ooh let's ride / [Outro] / Ooh let's ride / Well all I'm thinkin' 'bout is you and me, how we'll be / So come on girl, hop inside / Me and you, we're gonna take a little ride / Lay a blanket on the ground / Kissing and the crickets is the only sound / We out of town / Girl you gotta get down with a… / Come on through the country side / Down to the river side",403.0,176.0,76.8635235732,2013
60,61,Gone-Gone-Gone,Phillip-Phillips,http://genius.com/Phillip-Phillips-Gone-Gone-Gone-lyrics,"[Verse 1] / When life leaves you high and dry / I'll be at your door tonight / If you need help, if you need help / I'll shut down the city lights / I'll lie, cheat, I'll beg and bribe / To make you well, to make you well / [Verse 2] / When enemies are at your door / I'll carry you away from war / If you need help, if you need help / Your hope dangling by a string / I'll share in your suffering / To make you well, to make you well / [Bridge] / Give me reasons to believe / That you would do the same for me / [Hook] / And I would do it for you, / for you / Baby, I'm not moving on / I love you long after you're gone / For you, for you / You would never sleep alone / I love you long after you're gone / And long after you're gone, gone, gone / [Verse 3] / When you fall like a statue / I'm gon' be there to catch you / Put you on your feet, you on your feet / And if your well is empty / Not a thing will prevent me / Tell me what you need, what do you need / [Bridge] / I surrender honestly / You've always done the same for me / [Hook] / [Interlude] / You're my back bone / You're my cornerstone / You're my crutch when my legs stop moving / You're my head start / You're my rugged heart / You're the pulse that I've always needed / Like a drum, baby, don't stop beating / Like a drum, baby, don't stop beating / Like a drum, baby, don't stop beating / Like a drum my heart never stops beating / [Hook] / [Outro] / Like a drum, baby, don't stop beating / Like a drum, baby, don't stop beating / Like a drum, baby, don't stop beating / Like a drum my heart never stops beating for you / And long after you're gone, gone, gone / I love you long after you're gone gone, gone",297.0,116.0,45.3063973064,2013
61,62,Demons,Imagine-Dragons,http://genius.com/Imagine-Dragons-Demons-lyrics,"[Verse 1] / When the days are cold / and the cards all fold / And the saints we see are all made of gold / When your dreams all fail and the ones we hail / Are the worst of all / and the blood’s run stale / [Pre-Chorus 1] / I want to hide the truth, I want to shelter you / But with the beast inside, there’s nowhere we can hide / No matter what we breed, we still are made of greed / This is my kingdom come, this is my kingdom come / [Chorus] / When you feel my heat / , / look into my eyes / It’s where my demons hide, it’s where my demons hide / Don’t get too close, it’s dark inside / It’s where my demons hide, it’s where my demons hide / [Verse 2] / At the curtain’s call is the last of all / When the lights fade out, all the sinners crawl / So they dug your grave and the masquerade / Will come calling out at the mess you made / [Pre-Chorus 2] / I Don’t want to let you down, but I am hell bound / Though this is all for you I don’t want to hide the truth / No matter what we breed, we still are made of greed / This is my kingdom come, this is my kingdom come / [Chorus] / When you feel my heat, look into my eyes / It’s where my demons hide, it’s where my demons hide / Don’t get too close, it’s dark inside / It’s where my demons hide, it’s where my demons hide / [Bridge] / They say it's what you make, I say it's up to fate / It's woven in my soul, I need to let you go / Your eyes, they shine so bright, I want to save their light / I can't escape this now, unless you show me how / [Chorus] / When you feel my heat, look into my eyes / It’s where my demons hide, it’s where my demons hide / Don’t get too close, it’s dark inside / It’s where my demons hide, it’s where my demons hide",316.0,117.0,43.3196202532,2013
62,63,Counting-Stars,OneRepublic,http://genius.com/OneRepublic-Counting-Stars-lyrics,"[Chorus - OneRepublic] / Lately, I've been, I've been losing sleep / Dreaming about the things we could be / But baby, I've been, I've been praying hard / Said no more counting dollars / We'll be counting stars / Yeah we'll be counting stars / [Verse 1 - OneRepublic] / I see this life, like a swinging vine / Swing my heart across the line / And in my face is flashing signs / Seek it out and ye' shall find / Old, but I'm not that old / Young, but I'm not that bold / And I don't think the world is sold / On just doing what we're told / I-I-I-I feel something so right / Doing the wrong thing / I-I-I-I feel something so wrong / Doing the right thing / I couldn't lie, couldn't lie, couldn't lie / Everything that kills me makes me feel alive / [Chorus - OneRepublic] / Lately, I've been, I've been losing sleep / Dreaming about the things we could be / But baby, I've been, I've been praying hard / Said no more counting dollars / We'll be counting stars / [Chorus - OneRepublic] / Lately, I've been, I've been losing sleep / Dreaming about the things we could be / But baby, I've been, I've been praying hard / Said no more counting dollars / We'll be, we'll be counting stars / [Verse 2- OneRepublic] / I feel the love and I feel it burn / Down this river, every turn / Hope is our four-letter word / Make that money, watch it burn / Old, but I'm not that old / Young, but I'm not that bold / And I don't think the world is sold / On just doing what we're told / I-I-I-I feel something so wrong / Doing the right thing / I could lie, could lie, could lie / Everything that drowns me makes me wanna fly / [Chorus - OneRepublic] / Lately, I've been, I've been losing sleep / Dreaming about the things we could be / But baby, I've been, I've been praying hard / Said no more counting dollars / We'll be counting stars / [Chorus - OneRepublic] / Lately, I've been, I've been losing sleep / Dreaming about the things we could be / But baby, I've been, I've been praying hard / Said no more counting dollars / We'll be, we'll be counting stars / [Bridge - OneRepublic] / Take that money / Watch it burn / Sink in the river / The lessons I've learned / Take that money / Watch it burn / Sink in the river / The lessons I've learned / Take that money / Watch it burn / Sink in the river / The lessons I've learned / Take that money / Watch it burn / Sink in the river / The lessons I've learned / [Interlude - OneRepublic] / Everything that kills me / Makes me feel alive / [Chorus - OneRepublic] / Lately, I've been, I've been losing sleep / Dreaming about the things we could be / But baby, I've been, I've been praying hard / Said no more counting dollars / We'll be counting stars / [Chorus - OneRepublic] / Lately, I've been, I've been losing sleep / Dreaming about the things we could be / But baby, I've been, I've been praying hard / Said no more counting dollars / We'll be, we'll be counting stars / [Bridge - OneRepublic] / Take that money / Watch it burn / Sink in the river / The lessons I've learned / Take that money / Watch it burn / Sink in the river / The lessons I've learned / Take that money / Watch it burn / Sink in the river / The lessons I've learned / Take that money / Watch it burn / Sink in the river / The lessons I've learned",511.0,108.0,22.8258317025,2013
63,64,I-Cry,Flo-Rida,http://genius.com/Flo-Rida-I-Cry-lyrics,"[Hook] / I know / Caught up in the middle / I cry, just a little / When I think of letting go / Oh no / Gave up on the riddle / I cry, just a little / When I think of letting go / [Verse 1] / I know you wanna get behind the wheel, but only one Rida / Eyes shut still got me swimming like a diver / Can't let go, I got fans in Okinawa / My heart to Japan, quake losers and surviors / Norway no you didn't get my flowers / No way to say it better, but the killer was a Coward / Face just showered, the minute in a hour / Heard about the news, whole day went sour / Lil mama got me feeling like a lemon-head / Put you in the box just as poisonous as cigarettes / Give 'em my regards or regardless I get arrested / Ain't worried about the killers, just the young and restless / Gettin' mad cause the quarter million on my necklace / DUI never said I was driving reckless / You and I know that jealously is not impressive / Oh no I can't stop, I was destined / [Hook] / I know / Caught up in the middle / I cry, just a little / When I think of letting go / Oh no / Gave up on the riddle / I cry, just a little / When I think of letting go / Oh Oh Oh / [Hook] / I know / Caught up in the middle / I cry, just a little / When I think of letting go / Oh no / Gave up on the riddle / I cry, just a little / When I think of letting go / [Verse 2] / Champagne buckets still got two tears in it / And I put that on my tattoo of Jimi Hendrix / Get depressed cuz the outfit all in it / Cuz the press tell it all get a meal ticket / Clean next get a call just a lil visit / Sacrifice just to make a hit still vivid / Reality stressed when you're blessed, just kill critics / Buggatti never when I'm rich, just god fearing / Look at me steering, got the bossing staring / Got a good feelin' / , / Mr mike caren / Tell his Billie Jeans / , / I'm on another planet / Thank E-Class, Big Chuck or Lee Prince Perries / Buy my momma chandeliers on my tears dammit / Thirty years you had thought these emotions vanish / Tryna live tryna figure how my sister vanish / No cheers I know you wouldn't panic / [Hook] / I know / Caught up in the middle / I cry, just a little / When I think of letting go / Oh no / Gave up on the riddle / I cry, just a little / When I think of letting go / Oh Oh Oh / [Hook] / I know / Caught up in the middle / I cry, just a little / When I think of letting go / Oh no / Gave up on the riddle / I cry, just a little / When I think of letting go / [Verse 3] / When I need a healing, I just look up the the ceiling / I see the sun coming down I know its all better now / When I need a healing, I just look up the the ceiling / I see the sun coming down I know its all better now / When I need a healing, I just look up the the ceiling / I see the sun coming down I know its all better now / When I need a healing, I just look up the the ceiling / I see the sun coming down I know its all better now / [Hook] / I know / Caught up in the middle / I cry, just a little / When I think of letting go / Oh no / Gave up on the riddle / I cry, just a little / When I think of letting go",592.0,208.0,73.0810810811,2013
64,65,Little-Talks,Of-Monsters-and-Men,http://genius.com/Of-Monsters-and-Men-Little-Talks-lyrics,"Hey! Hey! Hey! / I don't like walking around this old and empty house / So hold my hand, I'll walk with you my dear / The stairs creak as I sleep / It's keeping me awake / It's the house telling you to close your eyes / Some days I can't even trust myself / It's killing me to see you this way / Cause though the truth may vary / This ship will carry our bodies safe to shore / Hey! Hey! Hey! / There's an old voice in my head / That's holding me back / Well tell her that I miss our little talks / Soon it will all be over and buried with our past / We used to play outside when we were young / And full of life and full of love / Some days I don't know if I am wrong or right / Your mind is playing tricks on you my dear / Cause though the truth may vary / This ship will carry our bodies safe to shore / [Chorus] / Hey! / Don't listen to a word I say / Hey! / The screams all sound the same / Hey! / Though the truth may vary / This ship will carry our bodies safe to shore / You're gone, gone, gone away / I watched you disappear / All that's left is a ghost of you / Now we're torn, torn, torn apart / There's nothing we can do / Just let me go, we'll meet again soon / Now wait, wait, wait for me, please hang around / I'll see you when I fall asleep / Hey! / Don't listen to a word I say / Hey! / The screams all sound the same / Hey! / Though the truth may vary / This ship will carry our bodies safe to shore / Hey! / Don't listen to a word I say / Hey! / The screams all sound the same / Hey! / Though the truth may vary / This ship will carry our bodies safe to shore",300.0,141.0,66.27,2013
65,66,The-Other-Side,Jason-Derulo,http://genius.com/Jason-Derulo-The-Other-Side-lyrics,"[Prod. by Joshua ""Ammo"" Coleman and Martin Johnson] / [Verse 1: Jason Derulo] / In the beginning, I never thought it would be you / When we were chilling, smiling in the photo booth / But we got closer, ‘till you were eating off my spoon / You're coming over, and we would talk all afternoon / [Pre-Hook: Jason Derulo] / Tonight we’ll just get drunk, disturb the peace / Bind your hands all over me / And then you bite your lip, whisper and say / “We’re going all the way” / [Hook: Jason Derulo] / Tonight, take me to the other side / Sparks fly like the 4th of July / Just take me to the other side / I see that sexy look in your eyes / And I know we ain’t friends anymore / If we walk down this road, we’ll be lovers for sure / So tonight, kiss me like it’s do or die / And take me to the other side / [Verse 2: Jason Derulo] / This could be perfect, but we won’t know unless we try / I know you’re nervous, so just sit back and let me drive / [Pre-Hook: Jason Derulo] / Tonight we’ll just get drunk, disturb the peace / Bind your hands all over me / And then you bite your lip, whisper and say / “We’re going all the way” / [Hook: Jason Derulo] / Tonight, take me to the other side / Sparks fly like the 4th of July / Just take me to the other side / I see that sexy look in your eyes / And I know we ain’t friends anymore / If we walk down this road, we’ll be lovers for sure / So tonight, kiss me like it’s do or die / And take me to the other side / [Interlude: Jason Derulo] / Oh oh oh oh oh oh oh / Oh oh oh oh oh oh oh / (Oh oh oh oh oh oh oh) / Kiss me like it's do or die / (Oh oh oh oh oh oh oh) / And take me to the other side / [Bridge: Jason Derulo] / Tonight we’ll just get drunk, disturb the peace / Bind your hands all over me / And then you bite your lip, whisper and say / “We’re going all the way” / [Hook: Jason Derulo] / Tonight, take me to the other side / Sparks fly like the 4th of July / Just take me to the other side / I see that sexy look in your eyes / And I know we ain’t friends anymore / If we walk down this road, we’ll be lovers for sure / So tonight, kiss me like it’s do or die / And take me to the other side",363.0,105.0,30.3719008264,2013
66,67,Berzerk,Eminem,http://genius.com/Eminem-Berzerk-lyrics,"[Verse 1] / Now this shit's about to kick off, this party looks wack / Let's take it back to straight hip-hop and start it from scratch / I'm 'bout to bloody this track up, everybody get back / That's why my pen needs a pad, ‘cause my rhymes on the rag / Just like I did with addiction, I'm 'bout to kick it / Like a magician, critics I turn to crickets / Got 'em still on the fence whether to picket / But quick to get it impaled when I tell 'em ""Stick it!"" / So sick I'm looking pale, wait, that's my pigment / 'Bout to go ham, ya bish, shout out to Kendrick / Let's bring it back to that vintage Slim, bitch! / The art of MCing mixed with da Vinci and MC Ren / And I don't mean Stimpy's friend, bitch / Been Public Enemy since you thought PE was gym, bitch / [Pre-Hook] / Kick your shoes off, let your hair down / (And go berserk) all night long / Grow your beard out, just weird out / (And go berserk) all night long / [Hook] / We're gonna rock this house until we knock it down / So turn the volume loud, / ‘cause it's mayhem 'til the A.M / So, baby, make just like K-Fed / And let yourself go, let yourself go / Say ""Fuck it!"" before we kick the bucket / Life's too short to not go for broke / So everybody, everybody, go berserk, grab your vial, yeah / [Verse 2] / Guess it's just the way that I'm dressed, ain't it? / Khakis pressed, Nike shoes crispy and fresh laced / So I guess it ain't / That aftershave or cologne that made 'em just faint / Plus I showed up with a coat fresher than wet paint / So if love is a chess game, check mate / But girl, your body's banging, jump me in, dang, bang-bang / Yes siree 'Bob', I was thinking the same thang / So come get on this Kid's rock, baw with da baw, dang-dang / Pow-p-p-p-pow, chica, pow, chica, wow-wow / Got your gal blowing up a valve, valve-valve / Ain't slowing down, throw in the towel, towel-towel / Dumb it down, I don't know how, huh-huh, how-how / At least I know that I don't know / Question is are you bozos smart enough to feel stupid? / Hope so, now ho... / [Pre-Hook] / Kick your shoes off, let your hair down / (And go berserk) all night long / Grow your beard out, just weird out / (And go berserk) all night long / [Hook 2] / We're gonna rock this house until we knock it down / So turn the volume loud, / ‘cause it's mayhem 'til the A.M / So crank the bass up like crazy / And let yourself go, let yourself go / Say ""Fuck it!"" before we kick the bucket / Life's too short to not go for broke / So everybody, everybody, go berzerk, get your vinyls / [Scratch] / [Verse 3] / They say that love is powerful as cough syrup in styrofoam / All I know is I fell asleep and woke up in that Monte Carlo / With the ugly Kardashian / Lamar, oh, sorry yo, we done both set the bar low / Far as hard drugs are though that's the past / But I done did enough codeine to knock Future into tomorrow / And girl, I ain't got no money to borrow / But I am trying to find a way to get you a loan; car note / Oh, Marshall Mathers / Shithead with a potty mouth, get the bar of soap lathered / Kangol's and Carheartless Cargos / Girl, you're fixing to get your heart broke / Don't be absurd, ma'am, you birdbrain, baby / I ain't called anybody baby since Birdman / Unless you're a swallow / Word, Rick, word man, you heard / But don't get discouraged, girl / This is your jam, unless you got toe jam / [Pre-Hook] / Kick your shoes off, let your hair down / (And go berserk) all night long / Grow your beard out, just weird out / (And go berserk) all night long / [Hook] / We're gonna rock this house until we knock it down / So turn the volume loud, / ‘cause it's mayhem 'til the A.M / So, baby, make just like K-Fed / And let yourself go, let yourself go / Say ""Fuck it!"" before we kick the bucket / Life's too short to not go for broke / So everybody, everybody, go berserk, grab your vial, yeah",668.0,314.0,147.598802395,2013
