,rank,songname,artist,urls,lyrics_raw,word_counts,unique_word_counts,lyrkl_score,Year
26,27,Mercy,Kanye-West,http://genius.com/Kanye-West-Mercy-lyrics,"[Intro: Fuzzy Jones] / Well! It is a weepin' and a moanin' and a gnashing of teeth / It is a weepin' and a mournin' and a gnashing of teeth / It is a... when it comes to my sound / Which is the champion sound / Believe, believe / [Hook: YB + (Big Sean)] / O-o-o-o-o-okay, Lamborghini Mercy / Your chick, she so thirsty / I-I-I-I-I'm in that two-seat Lambo / With your girl, she tryna jerk me / O-o-o-o-o-okay, Lamborghini Mercy / Your chick, she so thirsty / I'm in that two-seat Lambo / With your girl, she tryna jerk me / O-o-o-o-o-okay, Lamborghini Mercy (swerve) / Your chick, she so thirsty (swerve) / I-I-I-I-I'm in that two-seat Lambo / With your girl, she tryna jerk me / O-o-o-o-o-okay, Lamborghini Mercy / Your chick, she so thirsty / I-I-I-I-I'm in that two-seat Lambo / With your girl, she tryna jerk me / [Verse 1: Big Sean + (Kanye West)] / Okay, drop it to the floor, make that ass shake / Whoa, make the ground move; that's an ass quake / Built a house up on that ass; / that's an ass-tate / Roll my weed on it; that's an ass tray / Say, Ye, say, Ye, don't we do this every day-day? (Haaaan?) / I work them long nights, long nights to get a payday (Haaaan?) / Finally got paid, now I need shade and a vacay / (And niggas still hatin'), so much hate I need an AK / Now we out in Paris, yeah, I'm Perrierin' / White girls politickin'; that's that Sarah Palin / Gettin' hot; Californicatin' / I give her that D, 'cause that's where I was born and raised in / [Hook: YB + (Big Sean)] / O-o-o-o-o-okay, Lamborghini Mercy (swerve) / Your chick, she so thirsty (swerve) / I-I-I-I-I'm in that two-seat Lambo (swerve) / With your girl, she tryna jerk me (swerve) / O-o-o-o-o-okay, Lamborghini Mercy (swerve) / Your chick, she so thirsty (swerve) / I-I-I-I-I'm in that two-seat Lambo (swerve) / With your girl, she tryna jerk me (swerve) / [Refrain: Fuzzy Jones + (Big Sean)] / Well! It is a weepin' and a moanin' (swerve) and a gnashing of teeth (swerve) / It is a weepin' and a mournin' (swerve) and a gnashing of teeth (swerve) / It is a... when it comes to my sound (swerve) / Which is the champion sound (swerve) / Believe, believe, (swerve) believe, believe (swerve) / [Verse 2: Pusha T] / Yuugh! / It's prime time, my top back, this pimp game, ho / I'm red leather, this cocaine, I'm Rick James, ho / I'm bill-droppin', Ms. Pac-Man, this pill poppin'-ass ho / I'm poppin' too, / these blue dolphins need two coffins / All she want is some heel money / All she need is some bill money / He take his time, he counts it out / I weighs it up, that's real money / Check the neck, check the wrist / Them heads turnin', that's exorcist / My Audemars like Mardi Gras / That's Swiss time, and that's excellence / Two-door preference, roof gone, George Jefferson / That white frost on that pound cake / So your Duncan Hines is irrelevant / Woo! Lambo, Murcie-lago / She go wherever I go / Wherever we go, we do it pronto / It's like... / [Hook: YB + (Big Sean)] / O-o-o-o-o-okay, Lamborghini Mercy (swerve) / Your chick, she so thirsty (swerve) / I-I-I-I-I'm in that two-seat Lambo (swerve) / With your girl, she tryna jerk me (swerve) / O-o-o-o-o-okay, Lamborghini Mercy (swerve) / Your chick, she so thirsty (swerve) / I-I-I-I-I'm in that two-seat Lambo (swerve) / With your girl, she tryna jerk me (swerve) / [Refrain: Fuzzy Jones + (Big Sean)] / Well! It is a weepin' and a moanin' (swerve) and a gnashing of teeth (swerve) / It is a weepin' and a mournin' (swerve) and a gnashing of teeth (swerve) / It is a... when it comes to my sound (swerve) / Which is the champion sound (swerve) / Believe, believe, (swerve) believe, believe (swerve) / [Bridge: Fuzzy Jones] / Well, it is a weepin' and a mournin' / And a gnashing of teeth in the dancehall / And who no have teeth gwan rub pon them gums / 'Cause when time it comes to my sound / Which is the champion sound / The bugle has blown fi many times / And it still have one more time left / 'Cause the amount of stripe weh deh pon our shoulder / [Verse 3: Kanye West] / Let the suicide doors up / I threw suicides on the tour bus / I threw suicides on the private jet / You know what that mean, I'm fly to death / I step in Def Jam buildin' like I'm the shit / Tell 'em give me fifty million or I'ma quit / Most rappers' taste level ain't at my waist level / Turn up the bass 'til it's up-in-yo-face level / Don't do no press but I get the most press kit / Plus, yo, my bitch make your bitch look like Precious / Somethin' 'bout Mary, / she gone off that molly / Now the whole party is melted like Dalí / Now everybody is movin' they body / Don't sell me apartment, I'll move in the lobby / Niggas is loiterin' just to feel important / You gon' see lawyers and niggas in Jordans / [Verse 4: 2 Chainz] / Okay, now catch up to my campaign / Coupe the color of mayonnaise / I'm drunk and high at the same time / Drinkin' champagne on the airplane (Tell 'em!) / Spit rounds like the gun range, beat it up like Rampage / Hundred bands, cut your girl, now your girl need a Band-Aid / Grade A, A1, / chain the color of Akon / Black diamonds, / backpack rhymin', co-signed by Louis Vuitton / Horsepower, horsepower, all this Polo on, I got horsepower / Pound of this cost four thousand / I make it rain, she want more showers / Rain pourin', all my cars is foreign / All my broads is foreign, / money tall like Jordan / [Hook: YB + (Big Sean)] / O-o-o-o-o-okay, Lamborghini Mercy (swerve) / Your chick, she so thirsty (swerve) / I-I-I-I-I'm in that two-seat Lambo (swerve) / With your girl, she tryna jerk me (swerve) / O-o-o-o-o-okay, Lamborghini Mercy (swerve) / Your chick, she so thirsty (swerve) / I-I-I-I-I'm in that two-seat Lambo (swerve) / With your girl, she tryna jerk me (swerve) / [Refrain: Fuzzy Jones + (Big Sean)] / Well! It is a weepin' and a moanin' (swerve) and a gnashing of teeth (swerve) / It is a weepin' and a mournin' (swerve) and a gnashing of teeth (swerve) / It is a... when it comes to my sound (swerve) / Which is the champion sound (swerve) / Believe, believe, (swerve) believe, believe (swerve) / Well! It is a weepin' and a moanin' and a gnashing of teeth / It is a weepin' and a mournin' and a gnashing of teeth / It is a... when it comes to my sound / Which is the champion sound / Believe, believe,  believe, believe",942,340,122.717622081,2012
27,28,Boyfriend,Justin-Bieber,http://genius.com/Justin-Bieber-Boyfriend-lyrics,"[Verse 1: Justin Bieber] / If I was your boyfriend, I’d never let you go / I can take you places you ain’t never been before / Baby, take a chance, or you’ll never ever know / I got money in my hands that I’d really like to blow / Swag swag swag, on you / Chillin' by the fire while we eating fondue / I dunno about me, but I know about you / So say hello to falsetto in three, two, swag / [Pre-Chorus: Justin Bieber] / I’d like to be everything you want / Hey girl, let me talk to you / [Chorus: Justin Bieber] / If I was your boyfriend, I'd never let you go / Keep you on my arm girl, you’d never be alone / I can be a gentleman, anything you want / If I was your boyfriend, I’d never let you go, I’d never let you go / [Verse 2: Justin Bieber] / Tell me what you like, yeah, tell me what you don’t / I could be your Buzz Lightyear, fly across the globe / I don’t never wanna fight, yeah, you already know / I‘ma a make you shine bright, like you’re laying in the snow, burr / Girlfriend, girlfriend, you could be my girlfriend / You could be my girlfriend until the-the-the world ends / Make you dance, do a spin, and a twirl, and / Voice goin' crazy on this hook, like a whirl wind / Swaggie / [Pre-Chorus: Justin Bieber] / I’d like to be everything you want / Hey girl, let me talk to you / [Chorus: Justin Bieber] / If I was your boyfriend, I'd never let you go / Keep you on my arm girl, you’d never be alone / I can be a gentleman, anything you want / If I was your boyfriend, I’d never let you go, I’d never let you go / [Bridge: Justin Bieber] / So give me a chance, ‘cause you’re all I need girl / Spend a week with your boy, I’ll be calling you my girlfriend / If I was your man, I’d never leave you girl / I just want to love you, and treat you right / [Chorus: Justin Bieber] / If I was your boyfriend, I'd never let you go / Keep you on my arm girl, you’d never be alone / I can be a gentleman, anything you want / If I was your boyfriend, I’d never let you go, I’d never let you go",353,126,44.9745042493,2012
28,29,Party-Rock-Anthem,LMFAO,http://genius.com/LMFAO-Party-Rock-Anthem-lyrics,"[Intro] / PARTY ROCK / YEAH / Wooo!!!! / LETS GO!! / [Hook: LMFAO (x2)] / Party rock / is in the house tonight / Everybody just have a good time / And we gonna make you lose your mind / Everybody just have a good time / We just wanna see you... / Shake that! / [Verse 1: LMFAO] / I / n the club: party rock / Looking for your girl? She on my jock / Non stop when we in the spot / Booty moving weight like she on the block / Where the drank? I gots to know / Tight jeans, tattoo, cause I'm rock and roll / Half-black, half-white: domino / Gainin' money. Oprah, dough / Yoooo!! / I’m running through these hoes like Drano / I got that devilish flow rock and roll no halo, we party rock! / Yeah, that’s the crew that I’m repping / On the rise to the top, no lead in our zeppelin, hey!!! / [Hook x2] / Every day I’m shufflin' / Shufflin', shufflin' / [Verse 2: LMFAO] / Step up fast and be the first girl to make me throw this cash / We get money don’t be mad, now stop - hatin' is bad / One more shot for us (Another round!) / Please fill up my cup (Don’t mess around!) / We just wanna see (You shake it now!) / Now you wanna be (You're naked now!) / [Bridge: Lauren Bennett] / Get up get down / put your hands up to the sound / [X3] / Put your hands up to the sound [X2] / Get up [X9] / Put your hands up to the sound / To the sound / Put your hands up !!!!! / [Hook] / Ooooh (x4) / Everyday I'm shu-shufflin'",222,132,78.4864864865,2012
29,30,Too-Close,Alex-Clare,http://genius.com/Alex-Clare-Too-Close-lyrics,"[Verse 1] / You know I'm not one, to break promises / I don't want to hurt you but I need to breathe / At the end of it all you're still my best friend / But there's something inside that I need to release / Which way is right? / Which way is wrong? / How do I say that I need to move on? / You know we're heading separate ways / [Hook] / And it feels like / I am just / too close / to love you / There's nothing I can really say / I can't lie no more / I can't hide no more / Got to be true to myself / And it feels like I am just too close to love you / So I'll be on my way / [Verse 2] / You've given me more, than I can return / Yet there's oh so much that you deserve / Nothing to say / Nothing to do / I've nothing to give / I must live without you / You know we're heading separate ways / [Hook] / And it feels like I am just too close to love you / There's nothing I can really say / I can't lie no more / I can't hide no more / Got to be true to myself / And it feels like I am just too close to love you / So I'll be on my way / So I'll be on my way / [Hook] / And it feels like I am just too close to love you / There's nothing I can really say / I can't lie no more / I can't hide no more / Got to be true to myself / And it feels like I am just too close to love you / So I'll be on my way / So I'll be on my way",268,86,27.5970149254,2012
30,31,Part-of-Me,Katy-Perry,http://genius.com/Katy-Perry-Part-of-Me-lyrics,"[Verse 1] / Days like this, I want to drive away / Pack my bags and watch your shadow fade / You chewed me up and spit me out / Like I was poison in your mouth / You took my light, you drain me down / But that was then and this is now / Now look at me / [Chorus] / This is the part of me / That you’re never gonna ever take away from me, no / This is the part of me / That you’re never gonna ever take away from me, no / Throw your sticks and your stones / Throw your bombs and your blows / But you’re not gonna break my soul / This is the part of me / That you’re never gonna ever take away from me, no / [Verse 2] / I just wanna throw my phone away / Find out who is really there for me / You ripped me off, your love was cheap / Was always tearing at the seams / I fell deep, you let me down / But that was then and this is now / Now look at me / [Chorus] / This is the part of me / That you’re never gonna ever take away from me, no / This is the part of me / That you’re never gonna ever take away from me, no / Throw your sticks and your stones / Throw your bombs and your blows / But you’re not gonna break my soul / This is the part of me / That you’re never gonna ever take away from me, no / [Bridge] / Now look at me, I’m sparkling / A firework, a dancing flame / You won’t never put me out again / I’m glowing, oh whoa / So you can keep the diamond ring / It don't mean nothing anyway / In fact you can keep everything / Yeah yeah, except for me / [Chorus] / This is the part of me / That you’re never gonna ever take away from me, no / This is the part of me / That you’re never gonna ever take away from me, no / Throw your sticks and your stones / Throw your bombs and your blows / But you’re not gonna break my soul / This is the part of me / That you’re never gonna ever take away from me, no / [Outro] / This is the part of me, no / Away from me, no / This is the part of me / No / Throw your sticks and your stones / Throw your bombs and your blows / But you’re not gonna break my soul / This is the part of me / That you’re never gonna ever take away from me, no",413,112,30.3728813559,2012
31,32,Young-Wild-and-Free,Snoop-Dogg,http://genius.com/Snoop-Dogg-Young-Wild-and-Free-lyrics,"Is this thing on? / [Chorus: Bruno Mars] / So what we get drunk / So what we smoke weed / We're just having fun / We don't care who sees / So what we go out / That's how it's supposed to be / Living young and wild and free / [Verse 1: Wiz Khalifa] / Uh, uh huh / So what I keep 'em rolled up / Saggin' my pants not caring what I show / Keep it real with my niggas / Keep it player for the hoes / And look clean don't it? / Washed it the other day, watch how you lean on it / Give me some 501's jeans on and roll joints bigger than King Kong's fingers / And smoke them hoes down 'till they stingers / You a class clown and if I skip for the day I'm with you bitch smokin' grade A / [Verse 2: Snoop Dogg] / Yeah, uh you know what? / It's like I'm 17 again / Peach fuzz on my face / Lookin', on the case / Tryna find a hella taste / Oh My God, I'm on the chase / Chevy, its gettin' kinda heavy, relevant, sellin' it / Dippin' away, time keep slippin' away / Zip in the safe, flippin' for pay / Tippin' like I'm drippin' in paint / Up front four blunts, like ""Khalifa put the weed in a J"" / [Chorus: Bruno Mars] / So what we get drunk / So what we smoke weed / We're just having fun / We don't care who sees / So what we go out / That's how it's supposed to be / Living young and wild and free / [Verse 3: Wiz Khalifa & Snoop Dogg] / And I don't even care / Cause if me and my team in there / There's gon' be some weed in the air / Tell 'em Mac / Blowin' everywhere we goin' and now you knowin' / When I step right up, get my lighter so I can light up / That's how it should be done / Soon as you thinkin' you're down / Find how to turn things around / Now things are lookin' up / From the ground up, pound up, this Taylor Gang / So turn my sound up and mount up and do my thing / Now I'm chillin', fresh outta class, feelin' / Like I'm on my own and I could probably own a building / Got my own car, no job, no children / Had a science project, me and Mac killed it / T-H-C, M-A-C, D-E-V, H-D-3, hi it's me / This is us, we gon' fuss / And we gon' fight and we gon' roll / And live off life / [Chorus: Bruno Mars] / So what we get drunk / So what we smoke weed / We're just having fun / We don't care who sees / So what we go out / That's how it's supposed to be / Living young and wild and free / [Bridge: Wiz Khalifa] / Yeah, roll one, smoke one / When you live like this you're supposed to party / Roll one, smoke one, and we all just having fun / So we just, roll one, smoke one / When you live like this you're supposed to party / Roll one, smoke one, and we all just having fun / [Chorus: Bruno Mars] / So what we get drunk / So what we smoke weed / We're just having fun / We don't care who sees / So what we go out / That's how it's supposed to be / Living young and wild and free / [Outro: Snoop Dogg] / So what? / Weed, fun, we don't care who sees / That's how it's supposed to be / Living young and wild...",523,215,88.3843212237,2012
32,33,We-Are-Never-Ever-Getting-Back-Together,Taylor-Swift,http://genius.com/Taylor-Swift-We-Are-Never-Ever-Getting-Back-Together-lyrics,"[Verse 1] / I remember when we broke up, the first time / Saying, ""This is it, I've had enough,"" cause like / We hadn't seen each other in a month / When you said you needed space. What? / Then you come around again and say / ""Baby, I miss you and I swear I'm gonna change; trust me"" / Remember how that lasted for a day? / I say, ""I hate you,"" we break up, you call me, ""I love you"" / [Pre-Chorus] / Ooh we called it off again last night / But ooh, this time I'm telling you, I'm telling you / [Chorus] / We are never ever ever getting back together / We are never ever ever getting back together / You go talk to your friends, talk to my friends, talk to me / But we are never ever ever ever getting back together / Like ever / [Verse 2] / I'm really gonna miss you picking fights and me / Falling for it screaming that I'm right and you / Would hide away and find your piece of mind / With some indie record that's much cooler than mine / [Pre-Chorus] / Ooh, you called me up again tonight / But ooh, this time I'm telling you, I'm telling you / [Chorus] / We are never ever ever getting back together / We are never ever ever getting back together / You go talk to your friends, talk to my friends, talk to me / But we are never ever ever ever getting back together / Ooh, ooh, ooh, oh! / [Bridge] / I used to think that we were forever ever / And I used to say, ""Never say never"" / Huh, so he calls me up and he's like, ""I still love you"" / And I'm like, ""I just, I mean this is exhausting, you know / Like, we are never getting back together, like ever"" / [Chorus] / We are never ever ever getting back together / We are never ever ever getting back together / You go talk to your friends, talk to my friends, talk to me / But we are never ever ever ever getting back together / We are never ever ever getting back together / We are never ever ever getting back together / You go talk to your friends, talk to my friends, talk to me / But we are never ever ever ever getting back together",359,120,40.1114206128,2012
33,34,As-Long-as-You-Love-Me,Justin-Bieber,http://genius.com/Justin-Bieber-As-Long-as-You-Love-Me-lyrics,"[Intro: Justin Bieber] / As long as you love me / As long as you love me / As long as you love me / [Verse 1: Justin Bieber] / We're under pressure / Seven billion people in the world tryna fit in / Keep it together / Smile on your face, even though your heart is frowning / But hey now, you know girl / We both know it's a cruel world / But I will take my chances / [Chorus: Justin Bieber] / As long as you love me / We could be starving, we could be homeless, we could be broke / As long as you love me / I'll be your platinum, I'll be your silver, I'll be your gold / As long as you love me / As long as you love me, love me / [Verse 2: Justin Bieber] / I'll be your soldier / Fighting every second of the day for your dreams, girl / I'll be your Hova / You could be my Destiny's Child on the scene, girl / So don't stress and don't cry / Oh we don't need no wings to fly / Just take, my hand / [Chorus: Justin Bieber] / As long as you love me / We could be starving, we could be homeless, we could be broke / As long as you love me / I'll be your platinum, I'll be your silver, and  I'll be your gold / As long as you love me / As long as you love me, love me / [Verse 3: Big Sean] / I don't know if this makes sense, but you're my hallelujah / Give me a time and place, I'll rendezvous it / I'll fly you to it, I'll beat you there / Girl, you know I got you / Us, trust, a couple things I can't spell without 'U' / Now we on top of the world cause that's just how we do / Used to tell me sky's the limit, now the sky's our point of view / Man, we stepping out, like woah, oh God / Cameras point and shoot / Ask me ""What's my best side?"" / I stand back and point at you, you, you / The one that I argue with, feel like I need a new girl to be bothered with / But the grass ain't always greener on the other side, it's green where you water it / So I know, we got issues baby, true, true, true / But I'd rather work on this with you / Than to go ahead and start with someone new / [Chorus: Justin Bieber] / As long as you love me / We could be starving, we could be homeless, we could be broke / As long as you love me / I'll be your platinum, I'll be your silver, I'll be your gold / [Outro: Justin Bieber] / As long as you love me, it's all I mean, it's all I want baby / As long as you love me, your everyday I need / As long as you love me, you love me, you love me, yeah / As long as you love me yeah, you love me / As long as you love me",458,165,59.443231441,2012
34,35,Turn-Me-On,David-Guetta,http://genius.com/David-Guetta-Turn-Me-On-lyrics,"[Verse 1: Nicki Minaj] / Doctor, doctor, need you back home, baby / Doctor, doctor, where ya at? / Give me something / I need your love, I need your love, I need your lovin' / You got that kind of medicine that keeps me comin' / [Pre-Chorus: Nicki Minaj] / My body needs a hero, come and save me / Something tells me you know how to save me / I've been feeling real low / Oh, I need you to come and rescue me / [Chorus: Nicki Minaj] / Make me come alive, c'mon on and turn me on / Touch me, save my life, c'mon on and turn me on / I'm too young to die, c'mon on and turn me on / Turn me on, turn me on, turn me on, turn me on / Make me come alive, c'mon on and turn me on / Touch me, save my life, c'mon on and turn me on / I'm too young to die, c'mon on and turn me on / Turn me on, turn me on, turn me on, turn me on / [Verse 2: Nicki Minaj] / Boy, you make it, make it right / My temperature is super high / If I scream, if I cry / It's only cause I feel alive / [Pre-Chorus: Nicki Minaj] / My body needs a hero, come and save me / Something tells me you know how to save me / I've been feeling real low / Oh, I need you to come and rescue me / [Chorus: Nicki Minaj] / Make me come alive, c'mon on and turn me on / Touch me, save my life, c'mon on and turn me on / I'm too young to die, c'mon on and turn me on / Turn me on, turn me on, turn me on, turn me on / Make me come alive, c'mon on and turn me on / Touch me, save my life, c'mon on and turn me on / I'm too young to die, c'mon on and turn me on / Turn me on, turn me on, turn me on, turn me on / [Bridge: Nicki Minaj] / You've got my life in the palm of your hand / Come save me now, I know you can / [Verse 3: Nicki Minaj] / Don't let me die young / I just want you to father my young / I just want you to be my doctor / We get it cracking, chiropractor / I know you can save me and make me feel alive / [Chorus: Nicki Minaj] / Make me come alive, c'mon on and turn me on / Touch me, save my life, c'mon on and turn me on / I'm too young to die, c'mon on and turn me on / Turn me on, turn me on, turn me on, turn me on / Make me come alive, c'mon on and turn me on / Touch me, save my life, c'mon on and turn me on / I'm too young to die, c'mon on and turn me on / Turn me on, turn me on, turn me on, turn me on",444,92,19.0630630631,2012
35,36,Moves-like-Jagger,Maroon-5,http://genius.com/Maroon-5-Moves-like-Jagger-lyrics,"[Instrumental] / [Verse 1: Adam Levine] / Just shoot for the stars, if it feels right / Then aim for my heart, if you feel like / And / take me away / Make it okay / I swear I'll behave / You wanted control, so we waited / I put on a show, now we're / naked / You say I'm a kid / My ego is big / I don't give a shit / And it goes like this / [Chorus: Adam Levine] / Take me by the tongue and I'll know you / Kiss me till you're drunk and I'll show you / All the moves like Jagger / I've got the moves like Jagger / I've got the mooooooves like Jagger / I don't need try to control you / Look into my eyes and I'll own you / With them the moves like Jagger / I've got the moves like Jagger / I've got the moooooooves like Jagger / [Verse 2: Adam Levine] / Baby, it's hard, when you feel like / You're broken and scarred, nothing feels right / But when you're with me / I make you believe / That I've got the key / So get in the car, you can ride it / Wherever you want, get inside it / And you want to steer / But I'm shifting gears / I'll take it from here / And it goes like this / [Chorus: Adam Levine] / Take me by the tongue and I'll know you / Kiss me till you're drunk and I'll show you / All the moves like Jagger / I've got the moves like Jagger / I've got the mooooooves like Jagger / I don't need try to control you / Look into my eyes and I'll own you / With them the moves like Jagger / I've got the moves like Jagger / I've got the moooooooves like Jagger / [Bridge: Christina Aguilera & / Adam Levine / ] / You wanna know, how to make me smile? / Take control, own me just for the night / And if I share my secret / You're gonna have to keep it / Nobody else can see this / So watch and learn, I won't show you twice / Head to toe, ooh baby, / roll me right / And if I share my secret / You're gonna have to keep it / Nobody else can see this / And it goes like this / [Chorus: Adam Levine] / Take me by the tongue and I'll know you / Kiss me till you're drunk and I'll show you / All the moves like Jagger / I've got the moves like Jagger / I've got the mooooooves like Jagger / I don't need try to control you / Look into my eyes and I'll own you / With them the moves like Jagger / I've got the moves like Jagger / I've got the moooooooves like Jagger / [Outro] / With them the moves like Jagger / I've got the moves like Jagger / I've got the moves, like Jagger",421,127,38.3111638955,2012
36,37,Blow-Me-One-Last-Kiss,Pink,http://genius.com/Pink-Blow-Me-One-Last-Kiss-lyrics,"[Verse 1] / White knuckles / And sweaty palms from hanging on too tight / Clenched shut jaw / I've got another headache again tonight / Eyes on fire, eyes on fire / And they burn from all the tears / I've been crying, I've been crying / I've been dying over you / Tie a knot in the rope / Trying to hold, trying to hold / But there's nothing to grasp so / I let go / [Chorus] / I think I finally had enough / I think I maybe think too much / I think this might be it for us / Blow me one last kiss / You think I'm just too serious / I think you're full of shit / My head is spinning so / Blow me one last kiss / Just when it can't get worse / I've had a shit day / Have you had a shit day? / We've had a shit day / I think that life's too short for this / I want back my ignorance and bliss / I think I've had enough of this / Blow me one last kiss / [Verse 2] / I won't miss / All of the fighting that we always did / Take it in / I mean what I say when I say there is nothing left / No more sick / Whiskey dick / No more battles for me / You'll be calling a trick / Cause you no longer sleep / I'll dress nice / I'll look good / I'll go dancing alone / I will laugh / I'll get drunk / I'll take somebody home / [Chorus] / I think I finally had enough / I think I maybe think too much / I think this might be it for us / Blow me one last kiss / You think I'm just too serious / I think you're full of shit / My head is spinning so / Blow me one last kiss / Just when it can't get worse / I've had a shit day / Have you had a shit day? / We've had a shit day / I think that life's too short for this / I want back my ignorance and bliss / I think I've had enough of this / Blow me one last kiss / [Interlude] / Blow me one last kiss / Blow me one last kiss / [Verse 3] / I will do what I please / Anything that I want / I will breathe / I will breathe / I won't worry at all / You will pay for your sins / You'll be sorry, my dear / All the lies, all the ""why""s will be crystal clear / [Chorus] / I think I finally had enough / I think I maybe think too much / I think this might be it for us / Blow me one last kiss / You think I'm just too serious / I think you're full of shit / My head is spinning so / Blow me one last kiss / Just when it can't get worse / I've had a shit day / Have you had a shit day? / We've had a shit day / I think that life's too short for this / I want back my ignorance and bliss / I think I've had enough of this / Blow me one last kiss / [Interlude] / Blow me one last kiss / Blow me one last kiss / [Chorus] / Just when it can't get worse / I've had a shit day / Have you had a shit day? / We've had a shit day / I think that life's too short for this / I want back my ignorance and bliss / I think I've had enough of this / Blow me one last kiss",532,149,41.7312030075,2012
37,38,Good-Time,Owl-City,http://genius.com/Owl-City-Good-Time-lyrics,"[Intro: Adam Young & / Carly Rae Jepsen / ] / Hmm-mmm-mmm / Woah-oh-oh-oh / It's always a good time / Woah-oh-oh-oh / It's always a good time / [Verse 1: Adam Young] / Woke up on the right side of the bed / What's up with this Prince song inside my head? / Hands up, if you're down to get down tonight / Cause it's always a good time / Slept in all my clothes, like I didn't care / Hopped into a cab, take me anywhere / I'm in if you're down to get down tonight / Cause it's always a good time / [Pre-Hook: Adam Young & / Carly Rae Jepsen / ] / Good morning and goodnight / I wake up at twilight / It's gonna be alright / We don't even have to try, it's always a good time / [Hook: Adam Young & Carly Rae Jepsen] / Woah-oh-oh-oh, woah-oh-oh / It's always a good time / Woah-oh-oh-oh / We don't even have to try, it's always a good time / [Verse 2: Carly Rae Jepsen] / Freaked out, dropped my phone in the pool again / Checked out of my room, hit the ATM / Let's hang out, if you're down to get down tonight / Cause it's always a good time / [Pre-Hook: Adam Young & / Carly Rae Jepsen / ] / Good morning and goodnight / I wake up at twilight / It's gonna be alright / We don't even have to try, it's always a good time / [Hook : Adam Young & Carly Rae Jepsen] / Woah-oh-oh-oh, woah-oh-oh / It's always a good time / Woah-oh-oh-oh / We don't even have to try, it's always a good time / Woah-oh-oh-oh, woah-oh-oh / It's always a good time / Woah-oh-oh-oh / We don't even have to try, it's always a good time / [Bridge: Adam Young & / Carly Rae Jepsen / ] / Doesn't matter when / It's always a good time then / Doesn't matter where / It's always a good time there / Doesn't matter when / It's always a good time then / [Hook : Adam Young & Carly Rae Jepsen] / Woah-oh-oh-oh, woah-oh-oh / It's always a good time / Woah-oh-oh-oh / We don't even have to try, it's always a good time / Woah-oh-oh-oh, woah-oh-oh / It's always a good time / Woah-oh-oh-oh / We don't even have to try, it's always a good time",282,82,23.8439716312,2012
38,39,Give-Your-Heart-a-Break,Demi-Lovato,http://genius.com/Demi-Lovato-Give-Your-Heart-a-Break-lyrics,"[Verse 1] / The day I first met you / You told me you never fall in love / But now that I get you / I know fear is what it really was / Now here we are, so close, yet so far / Haven't I passed the test? / When will you realize? / Baby, I'm not like the rest / [Chorus 1] / Don't wanna break your heart / I wanna give your heart a break / I know you're scared it's wrong / Like you might make a mistake / There's just one life to live / And there's no time to wait, to waste / So let me give your heart a break, give your heart a break / Let me give your heart a break, your heart a break / Oh yeah, yeah / [Verse 2] / On Sunday, you went home alone / There were tears in your eyes / I called your cell phone, my love / But you did not reply / The world is ours if we want it / We can take it if you just take my hand / There's no turning back now / Baby, try to understand / [Chorus 1] / Don't wanna break your heart / I wanna give your heart a break / I know you're scared it's wrong / Like you might make a mistake / There's just one life to live / And there's no time to wait, to waste / So let me give your heart a break, give your heart a break / Let me give your heart a break, your heart a break / [Post-Chorus] / There's just so much you can take / Give your heart a break / Let me give your heart a break, your heart a break / Oh yeah, yeah / [Bridge] / When your lips are on my lips / Then our hearts beat as one / But you slip out of my fingertips / Every time you run, whoa / [Chorus 1] / Don't wanna break your heart / I wanna give your heart a break / I know you're scared it's wrong / Like you might make a mistake / There's just one life to live / And there's no time to wait, to waste / So let me give your heart a break / (Let me give your heart a break) / [Chorus 2] / Cause you've been hurt before / I can see it in your eyes / You try to smile it away, some things you can't disguise / Don't wanna break your heart / Baby, I can ease the ache, the ache / So let me give your heart a break, give your heart a break / Let me give your heart a break, your heart a break / [Post-Chorus] / There's just so much you can take / Give your heart a break / Let me give your heart a break (your heart), your heart a break (a break) / Oh yeah, yeah / [Outro] / The day I first met you / You told me you'd never fall in love",434,135,41.9930875576,2012
