,rank,songname,artist,urls,lyrics_raw
10,11,Timber,Pitbull,http://genius.com/Pitbull-Timber-lyrics,"[Hook: Ke$ha] / It’s going down, I’m yelling timber / You better move, you better dance / Let’s make a night you won’t remember / I’ll be the one you won’t forget / [Verse 1: Pitbull] / The bigger they are, the harder they fall / This biggity boy’s a diggity dog / I have ‘em like Miley Cyrus, clothes off / Twerking in their bras and thongs, timber / Face down, booty up, timber / That’s the way we like the what, timber / I’m slicker than an oil spill / She say she won’t, but I bet she will, / timber / [Bridge: Pitbull] / Swing your partner round and round / End of the night, it’s going down / One more shot, another round / End of the night, it’s going down / [Bridge: Pitbull] / Swing your partner round and round / End of the night, it’s going down / One more shot, another round / End of the night, it’s going down / [Hook: Ke$ha] / It’s going down, I’m yelling timber / You better move, you better dance / Let’s make a night you won’t remember / I’ll be the one you won’t forget / [Hook: Ke$ha] / It’s going down, I’m yelling timber / You better move, you better dance / Let’s make a night you won’t remember / I’ll be the one you won’t forget / (You won't forget) / [Verse 2: Pitbull] / Look up in the sky, it’s a bird, it’s a plane / Nah, it’s just me, ain’t a damn thing changed / Live in hotels, swing on planes / Blessed to say, money ain’t a thing / Club jumping like Lebron / , / now Voli / Order me another round, homie / We about to climb, wild, ‘cause it’s about to go down / [Bridge: Pitbull] / Swing your partner round and round / End of the night, it’s going down / One more shot, another round / End of the night, it’s going down / [Bridge: Pitbull] / Swing your partner round and round / End of the night, it’s going down / One more shot, another round / End of the night, it’s going down / [Hook: Ke$ha] / It’s going down, I’m yelling timber / You better move, you better dance / Let’s make a night you won’t remember / I’ll be the one you won’t forget / [Hook: Ke$ha] / It’s going down, I’m yelling timber / You better move, you better dance / Let’s make a night you won’t remember / I’ll be the one you won’t forget / (You won't forget)"
11,12,Pompeii,Bastille,http://genius.com/Bastille-Pompeii-lyrics,"[Directed by Jesse John Jenkins] / [Intro: chanting] / [Verse 1] / I was left to my own devices / Many days fell away with nothing to show / [Pre-Chorus] / And the walls kept tumbling down in the city that we love / Great clouds roll over the hills bringing darkness from above / [Chorus] / But if you close your eyes / Does it almost feel like nothing changed at all? / And if you close your eyes / Does it almost feel like you've been here before? / How am I going to be an optimist about this? / How am I going to be an optimist about this? / [Verse 2] / We were caught up and lost in all of our vices / In your pose as the dust settled around us / [Pre-Chorus] / And the walls kept tumbling down in the city that we love / Great clouds roll over the hills bringing darkness from above / [Chorus] / But if you close your eyes / Does it almost feel like nothing changed at all? / And if you close your eyes / Does it almost feel like you've been here before? / How am I going to be an optimist about this? / How am I going to be an optimist about this? / [Bridge] / Oh where do we begin, the rubble or our sins? / Oh where do we begin, the rubble or our sins? / [Pre-Chorus] / And the walls kept tumbling down in the city that we love / Great clouds roll over the hills bringing darkness from above / [Chorus] / But if you close your eyes / Does it almost feel like nothing changed at all? / And if you close your eyes / Does it almost feel like you've been here before? / How am I going to be an optimist about this? / How am I going to be an optimist about this? / If you close your eyes / Does it almost feel like nothing changed at all? / [Outro: chanting]"
12,13,Shake-It-Off,Taylor-Swift,http://genius.com/Taylor-Swift-Shake-It-Off-lyrics,"[Video directed by Mark Romanek] / [Verse 1] / I stay out too late, got nothing in my brain / That's what people say, that's what people say / I go on too many dates, but I can't make them stay / At least that's what people say, that's what people say / [Pre-Chorus 1] / But I keep cruising / Can't stop, won't stop moving / It's like I got this music in my mind / Saying it's gonna be alright / [Chorus] / Cause the players gonna play, play, play, play, play / And the haters gonna hate, hate, hate, hate, hate / Baby, I'm just gonna shake, shake, shake, shake, shake / I shake it off,  I shake it off / Heartbreakers gonna break, break, break, break, break / And the fakers gonna fake, fake, fake, fake, fake / Baby, I'm just gonna shake, shake, shake, shake, shake / I shake it off, I shake it off / [Verse 2] / I never miss a beat, I'm lightning on my feet / And that's what they don’t see, that's what they don’t see / I'm dancing on my own, I make the moves up as I go / And that's what they don't know, that’s what they don’t know / [Pre-Chorus 2] / But I keep cruising / Can't stop, won't stop grooving / It's like I got this music in my mind / Saying it's gonna be alright / [Chorus] / Cause the players gonna play, play, play, play, play / And the haters gonna hate, hate, hate, hate, hate / Baby, I'm just gonna shake, shake, shake, shake, shake / I shake it off,  I shake it off / Heartbreakers gonna break, break, break, break, break / And the fakers gonna fake, fake, fake, fake, fake / Baby, I'm just gonna shake, shake, shake, shake, shake / I shake it off, I shake it off / [Post-Chorus] / I, I shake it off, I shake it off / I, I shake it off, I shake it off / I, I shake it off, I shake it off / I, I shake it off, I shake it off / I, I shake it off, I shake it off / I, I shake it off, I shake it off / I, I shake it off, I shake it off / I, I shake it off, I shake it off / [Interlude] / Hey, hey, hey! / Just think while you've been getting down and out about the liars / And dirty, dirty cheats of the world you could've been getting down to this sick beat / [Bridge] / My ex-man brought his new girlfriend / She's like, “oh my God”, but I'm just gonna shake / And to the fella over there with the hella good hair / Won't you come on over, baby, we can shake, shake, shake / [Chorus] / Cause the players gonna play, play, play, play, play / And the haters gonna hate, hate, hate, hate, hate / Baby, I'm just gonna shake, shake, shake, shake, shake / I shake it off,  I shake it off / Heartbreakers gonna break, break, break, break, break / And the fakers gonna fake, fake, fake, fake, fake / Baby, I'm just gonna shake, shake, shake, shake, shake / I shake it off, I shake it off / [Post-Chorus] / I, I shake it off, I shake it off / I, I shake it off, I shake it off / I, I shake it off, I shake it off / I, I shake it off, I shake it off / I, I shake it off, I shake it off / I, I shake it off, I shake it off / I, I shake it off, I shake it off / I, I shake it off, I shake it off"
13,14,Am-I-Wrong,Nico-and-Vinz,http://genius.com/Nico-and-Vinz-Am-I-Wrong-lyrics,"[Verse 1: Vinz] / Am I wrong for thinking out the box from where I stay? / Am I wrong for saying that I choose another way? / I ain't trying to do what everybody else doing / Just cause everybody doing what they all do / If one thing I know - I'll fall, but I'll grow / I'm walking down this road of mine, this road that I call home / [Chorus: Vinz] / So am I wrong for thinking that we could be something for real? / Now am I wrong for trying to reach the things that I can't see? / But that's just how I feel, that's just how I feel / That's just how I feel, trying to reach the things that I can't see / [Verse 2: Nico] / Am I tripping for having a vision? / My prediction - I'mma be on top of the world / Walk your walk, and don't look back / Always do what you decide / Don't let them control your life / That's just how I feel, oh / Fight for yours, and don't let go / Don't let them compare you, no / Don't worry, you're not alone / That's just how we feel / [Chorus: Vinz] / So am I wrong for thinking that we could be something for real? / Now am I wrong for trying to reach the things that I can't see? / But that's just how I feel, that's just how I feel / That's just how I feel, trying to reach the things that I can't see / [Bridge: Nico] / If you tell me I'm wrong, wrong / I don't wanna be right, right / If you tell me I'm wrong, wrong / I don't wanna be right / If you tell me I'm wrong, wrong / I don't wanna be right, right / If you tell me I'm wrong, wrong / I don't wanna be right / [Chorus: Vinz] / Am I wrong for thinking that we could be something for real? / Now am I wrong for trying to reach the things that I can't see? / But that's just how I feel, that's just how I feel / That's just how I feel, trying to reach the things that I can't see / So am I wrong for thinking that we could be something for real? / Now am I wrong for trying to reach the things that I can't see? / But that's just how I feel, that's just how I feel / That's just how I feel, trying to reach the things that I can't see"
14,15,Turn-Down-for-What,DJ-Snake,http://genius.com/DJ-Snake-Turn-Down-for-What-lyrics,"[Produced by DJ Snake] / [Intro: Lil Jon] / Fire up that loud / , / another round of shots / [Hook: Lil Jon] / Turn down for what? / Turn down for what? / Turn down for what? / Turn down for what? / Turn down for what? / Turn down for what? / Turn down for what? / Turn down for what? / Turn down for what? / Turn down for what? / [Bridge: Lil Jon] / Fire up that loud, another round of shots / Fire up that loud, another round of shots / Fire up that loud, another round of shots / Fire up that loud, another round of shots / Fire up that loud, another round of shots / Fire up that loud, another round of shots / Fire up that loud, another round of shots / Fire up that loud, another round of shots / Fire up that loud, another round of shots / [Hook: Lil Jon] / Turn down for what? / Turn down for what? / Turn down for what? / Turn down for what? / Turn down for what?"
15,16,The-Monster,Eminem,http://genius.com/Eminem-The-Monster-lyrics,"[Hook: Rihanna] / I'm friends with the monster that's under my bed / Get along with the voices inside of my head / You're trying to save me, stop holdin' your breath / And you think I'm crazy, yeah, you think I'm crazy / [Verse 1: Eminem] / I wanted the fame, but not the cover of / Newsweek / Oh well, guess beggars can't be choosey / Wanted to receive attention for my music / Wanted to be left alone in public, excuse me / For wanting my cake, and eat it too, and wanting it both ways / Fame made me a balloon ‘cause my ego inflated / When I blew, see, / but it was confusing / ‘Cause all I wanted to do's be the Bruce Lee of loose leaf / Abused ink, used it as a tool when I blew steam / Hit the lottery, ooh-wee / But with what I gave up to get it was bittersweet / It was like winning a used mink / Ironic ‘cause I think I'm getting so huge I need a shrink / I'm beginning to lose sleep; one sheep, two sheep / Going coo-coo and kooky as Kool Keith / But I'm actually weirder than you think, ‘cause I'm… / [Hook: Rihanna] / I'm friends with the monster that's under my bed / Get along with the voices inside of my head / You're trying to save me, stop holdin' your breath / And you think I'm crazy, yeah, you think I'm crazy / [Bridge: Rihanna] / Well, that’s nothin' / Well, that’s nothin' / [Verse 2: Eminem] / Now, I ain't much of a poet but I know somebody once told me to seize the moment and don't squander it / ‘Cause you never know when it all could be over tomorrow / So I keep conjuring / Sometimes I wonder where these thoughts spawn from / (Yeah, pondering'll do you wonders / No wonder you're losing your mind, the way it wanders) / Yodel-odel-ay-hee-hoo! / I think it went wandering off down yonder / And stumbled onto Jeff VanVonderen / ‘Cause I need an interventionist / To intervene between me and this monster / And save me from myself and all this conflict / ‘Cause the very thing that I love's killing me / And I can't conquer it / My OCD is conking me in the head, / keep knocking / Nobody's home, I'm sleepwalking / I'm just relaying what the voice in my head is saying / Don't shoot the messenger, I'm just friends with the… / [Hook: Rihanna] / I'm friends with the monster that's under my bed / Get along with the voices inside of my head / You're trying to save me, stop holdin' your breath / And you think I'm crazy, yeah, you think I'm crazy / [Bridge: Rihanna] / Well, that’s nothin' / Well, that’s nothin' / [Verse 3: Eminem] / Call me crazy, but I have this vision / One day that I'll walk amongst you a regular civilian / But until then drums get killed, and / I'm coming straight at MCs, blood gets spilled, and / I'll take it back to the days that I'd get on a Dre track / Give every kid who got played that / pumped up feelin' / And shit to say back to the kids who played him / I ain't here to save the fucking children / But if one kid out of a hundred million / Who are going through a struggle feels it, and / Relates, that's great, / it's payback, Russell Wilson / Falling way back in the draft / Turn nothing into something, still can / Make that, / straw into gold chump, I will spin / Rumpelstiltskin in a haystack / Maybe I need a straight jacket, face facts / I am nuts for real, but I'm okay with that / It's nothing, I'm still friends with the… / [Hook: Rihanna] / I'm friends with the monster that's under my bed / Get along with the voices inside of my head / You're trying to save me, stop holdin' your breath / And you think I'm crazy, yeah, you think I'm crazy / I'm friends with the monster that's under my bed / Get along with the voices inside of my head / You're trying to save me, stop holdin' your breath / And you think I'm crazy, yeah, you think I'm crazy / [Bridge: Rihanna] / Well, that’s nothin' / Well, that’s nothin'"
16,17,Say-Something,A-Great-Big-World,http://genius.com/A-Great-Big-World-Say-Something-lyrics,"[Chorus: A Great Big World] / Say something, I'm giving up on you / I'll be the one, if you want me to / Anywhere, I would've followed you / Say something, I'm giving up on you / [Verse 1: A Great Big World & Christina Aguilera] / And I am feeling so small / It was over my head / I know nothing at all / And I will stumble and fall / I'm still learning to love / Just starting to crawl / [Chorus 2: A Great Big World & Christina Aguilera] / Say something, I'm giving up on you / I'm sorry that I couldn't get to you / Anywhere, I would've followed you / Say something, I'm giving up on you / [Verse 2: A Great Big World & Christina Aguilera] / And I will swallow my pride / You're the one that I love / And I'm saying goodbye / [Chorus 2: A Great Big World & Christina Aguilera] / Say something, I'm giving up on you / And I'm sorry that I couldn't get to you / And anywhere, I would've followed you / Say something, I'm giving up on you / [Outro: A Great Big World & Christina Aguilera] / Say something, I'm giving up on you / Say something..."
17,18,Team,Lorde,http://genius.com/Lorde-Team-lyrics,"[Produced by Joel Little] / [Intro] / Wait 'til you're announced / We've not yet lost all our graces / The hounds will stay in chains / Look upon Your Greatness and she'll send the call out / Send the call out / Send the call out / Send the call out / Send the call out / Send the call out / Send the call out / Send the call out / Send the call out / Send the call out / Send the call out / Send the call out / Send the call out / Send the call out / Send the call out / Send the call out / [Verse 1] / Call all the ladies out, they're in their finery / A hundred jewels on throats / A hundred jewels between teeth / Now bring my boys in, their skin in craters like the moon / The moon we love like a brother, while he glows through the room / Dancin' around the lies we tell / Dancin' around big eyes as well / Even the comatose, they don't dance and tell / [Chorus] / We live in cities you'll never see onscreen / Not very pretty / , / but we sure know how to run things / Livin' in ruins of a palace within my dreams / And you know we're on each other's team / [Post-Chorus] / I'm kind of over gettin' told to throw my hands up in the air / So there / [Verse 2] / So all the cups got broke / Shards beneath our feet / But it wasn't my fault / And everyone's competing for a love they won't receive / Cause what this palace wants is release / [Chorus] / We live in cities you'll never see onscreen / Not very pretty / , / but we sure know how to run things / Livin' in ruins of a palace within my dreams / And you know we're on each other's team / [Bridge] / I'm kind of over gettin' told to throw my hands up in the air / So there / I'm kind of older than I was when I reveled without a care / So there / [Chorus] / We live in cities you'll never see onscreen / Not very pretty / , / but we sure know how to run things / Livin' in ruins of a palace within my dreams / And you know we're on each other's team / [Outro] / We're on each other's team / And you know we're on each other's team / We're on each other's team / We're on each other's team / And you know and you know and you know"
18,19,Let-Her-Go,Passenger,http://genius.com/Passenger-Let-Her-Go-lyrics,"[Produced by Mike Rosenberg and Chris Vallejo] / [Video by Dave Jensen and Tavic] / [Hook: Passenger] / Well you only need the light when it's burning low / Only miss the sun when it starts to snow / Only know you love her when you let her go / Only know you've been high when you're feeling low / Only hate the road when you're missing home / Only know you love her when you let her go / And you let her go... / [Verse 1: Passenger] / Staring at the bottom of your glass / Hoping one day you'll make a dream last / But dreams come slow and they go so fast / You see her when you close your eyes / Maybe one day you'll understand why / Everything you touch surely dies / [Hook: Passenger] / But you only need the light when it's burning low / Only miss the sun when it starts to snow / Only know you love her when you let her go / Only know you've been high when you're feeling low / Only hate the road when you're missing home / Only know you love her when you let her go / And you let her go... / [Verse 2: Passenger] / Staring at the ceiling in the dark / Same old empty feeling in your heart / Cause love comes slow and it goes so fast / Well you see her when you fall asleep / But never to touch and never to keep / Cause you loved her too much and you dived too deep / [Hook: Passenger] / Well you only need the light when it's burning low / Only miss the sun when it starts to snow / Only know you love her when you let her go / Only know you've been high when you're feeling low / Only hate the road when you're missing home / Only know you love her when you let her go / And you let her go... / [Bridge: Passenger] / Oh, oh, woah, oh, oh / And you let her go / Oh, oh, woah, oh, oh / When you let her go / Whoa / [ / Hook: Passenger / Cause you only need the light when it's burning low / Only miss the sun when it starts to snow / Only know you love her when you let her go / Only know you've been high when you're feeling low / Only hate the road when you're missing home / Only know you love her when you let her go / And you let her go... / [Hook: Passenger] / Cause you only need the light when it's burning low / Only miss the sun when it starts to snow / Only know you love her when you let her go / Only know you've been high when you're feeling low / Only hate the road when you're missing home / Only know you love her when you let her go / And you let her go..."
19,20,Royals,Lorde,http://genius.com/Lorde-Royals-lyrics,"[Produced by Joel Little] / [Video by Joel Kefali] / [Verse 1] / I've never seen a diamond in the flesh / I cut my teeth on wedding rings in the movies / And I'm not proud of my address / In the torn up town, no post code envy / [Pre-Chorus] / But every song's like gold teeth, Grey Goose, trippin' in the bathroom / Blood stains, ball gowns, trashin' the hotel room / We don't care; we're driving Cadillacs in our dreams / But everybody's like Cristal, Maybach, diamonds on your timepiece / Jet planes, islands, tigers on a gold leash / We don't care; we aren't caught up in your love affair / [Chorus] / And we'll never be royals (royals) / It don't run in our blood / That kind of luxe just ain't for us / We crave a different kind of buzz / Let me be your ruler (ruler), you can call me Queen Bee / And baby I'll rule (I'll rule I'll rule I'll rule...) / Let me live that fantasy / [Verse 2] / My friends and I we've cracked the code / We count our dollars on the train to the party / And everyone who knows us knows / That we're fine with this, we didn't come from money / [Pre-Chorus] / But every song's like gold teeth, Grey Goose, trippin' in the bathroom / Blood stains, ball gowns, trashin' the hotel room / We don't care; we're driving Cadillacs in our dreams / But everybody's like Cristal, Maybach, diamonds on your timepiece / Jet planes, islands, tigers on a gold leash / We don't care; we aren't caught up in your love affair / [Chorus] / And we'll never be royals (royals) / It don't run in our blood / That kind of luxe just ain't for us / We crave a different kind of buzz / Let me be your ruler (ruler), you can call me Queen Bee / And baby I'll rule (I'll rule I'll rule I'll rule...) / Let me live that fantasy / [Bridge] / (Oooh ooooh ohhh) / We're bigger than we ever dreamed / And I'm in love with being queen / (Oooooh ooooh ohhhhh) / Life is great, without a care / We aren't caught up in your love affair / [Chorus] / And we'll never be royals (royals) / It don't run in our blood / That kind of luxe just ain't for us / We crave a different kind of buzz / Let me be your ruler (ruler), you can call me Queen Bee / And baby I'll rule (I'll rule I'll rule I'll rule...) / Let me live that fantasy"
20,21,Let-It-Go,Idina-Menzel,http://genius.com/Idina-Menzel-Let-It-Go-lyrics,"The snow glows white on the mountain tonight / Not a footprint to be seen / A kingdom of isolation, / And it looks like I'm the queen. / The wind is howling like this swirling storm inside / Couldn't keep it in, heaven knows I tried! / Don't let them in, don't let them see / Be the good girl you always have to be / Conceal, don't feel, don't let them know / Well, now they know! / Let it go, let it go / Can't hold it back anymore / Let it go, let it go / Turn away and slam the door! / I don't care / What they're going to say / Let the storm rage on, / The cold never bothered me anyway! / It's funny how some distance / Makes everything seem small / And the fears that once controlled me / Can't get to me at all! / It's time to see what I can do / To test the limits and break through / No right, no wrong, no rules for me I'm free! / Let it go, let it go / I am one with the wind and sky / Let it go, let it go / You'll never see me cry! / Here I stand / And here I'll stay / Let the storm rage on! / My power flurries through the air into the ground / My soul is spiraling in frozen fractals all around / And one thought crystallizes like an icy blast / I'm never going back, / The past is in the past! / Let it go, let it go / And I'll rise like the break of dawn / Let it go, let it go / That perfect girl is gone! / Here I stand / In the light of day / Let the storm rage on, / The cold never bothered me anyway!"
21,22,Wake-Me-Up,Avicii,http://genius.com/Avicii-Wake-Me-Up-lyrics,[Official Music Video] / [Aloe Blacc Music Video] / [Verse 1: Aloe Blacc] / Feeling my way through the darkness / Guided by a beating heart / I can't tell where the journey will end / But I know where to start / They tell me I'm too young to understand / They say I'm caught up in a dream / Well life will pass me by if I don't open up my eyes / Well that's fine by me / [Chorus: Aloe Blacc] / So wake me up when it's all over / When I'm wiser and I'm older / All this time I was finding myself / And I didn't know﻿ I was lost / So wake me up when it's all over / When I'm wiser and I'm older / All this time I was finding myself / And I didn't know ﻿I was lost / [Beat Break] / [Verse 2:Aloe Blacc] / I tried carrying the weight of the world / But I only have two hands / I hope I get the chance to travel the world / But I don't have any plans / I wish that I could stay forever this young / Not afraid to close my eyes / Life's a game﻿ made for everyone / And love is the prize / [Chorus:Aloe Blacc] / So wake me up when it's all over / When I'm wiser and I'm older / All this time I was finding myself / And I didn't know﻿ I was lost / So wake me up when it's all over / When I'm wiser and I'm older / All this time I was finding myself / And I didn't know I was lost / [Outro: Aloe Blacc] / I didn't know I was lost / I didn't know I was lost / I didn't know I was lost / I didn't know I was lost / [Beat Break]
22,23,Demons,Imagine-Dragons,http://genius.com/Imagine-Dragons-Demons-lyrics,"[Verse 1] / When the days are cold / and the cards all fold / And the saints we see are all made of gold / When your dreams all fail and the ones we hail / Are the worst of all / and the blood’s run stale / [Pre-Chorus 1] / I want to hide the truth, I want to shelter you / But with the beast inside, there’s nowhere we can hide / No matter what we breed, we still are made of greed / This is my kingdom come, this is my kingdom come / [Chorus] / When you feel my heat / , / look into my eyes / It’s where my demons hide, it’s where my demons hide / Don’t get too close, it’s dark inside / It’s where my demons hide, it’s where my demons hide / [Verse 2] / At the curtain’s call is the last of all / When the lights fade out, all the sinners crawl / So they dug your grave and the masquerade / Will come calling out at the mess you made / [Pre-Chorus 2] / I Don’t want to let you down, but I am hell bound / Though this is all for you I don’t want to hide the truth / No matter what we breed, we still are made of greed / This is my kingdom come, this is my kingdom come / [Chorus] / When you feel my heat, look into my eyes / It’s where my demons hide, it’s where my demons hide / Don’t get too close, it’s dark inside / It’s where my demons hide, it’s where my demons hide / [Bridge] / They say it's what you make, I say it's up to fate / It's woven in my soul, I need to let you go / Your eyes, they shine so bright, I want to save their light / I can't escape this now, unless you show me how / [Chorus] / When you feel my heat, look into my eyes / It’s where my demons hide, it’s where my demons hide / Don’t get too close, it’s dark inside / It’s where my demons hide, it’s where my demons hide"
23,24,Story-of-My-Life,One-Direction,http://genius.com/One-Direction-Story-of-My-Life-lyrics,"[Music Video] / [Verse 1: Harry & / Liam / ] / Written in these walls are the stories that I can't explain / I leave my heart open but it stays right here empty for days / She told me in the morning she don't feel the same about us in her bones / It seems to me that when I die these words will be written on my stone / [Pre-Chorus: Zayn] / And I'll be gone, gone tonight / The ground beneath my feet is open wide / The way that I've been holding on too tight / With nothing in between / [Chorus: Harry] / The story of my life, I take her home / I drive all night to keep her warm and time is frozen / The story of my life I give her hope / I spend her love until she's broke inside, the story of my life / [Verse 2: Niall & / Liam / ] / Written on these walls are the colours that I can't change / Leave my heart open but it stays right here in its cage / I know that in the morning now I'll see us in the light upon the hill / Although I am broken, my heart is untamed still / [Pre-Chorus: Louis] / And I'll be gone, gone tonight / The fire beneath my feet is burning bright / The way that I've been holding on so tight / With nothing in between / [Chorus: Harry] / The story of my life, I take her home / I drive all night to keep her warm and time is frozen / The story of my life I give her hope / I spend her love until she's broke inside, the story of my life / [Bridge: Zayn & / Niall / ] / And I been waiting for this time to come around / But baby running after you is like chasing the clouds / The story of my life, I take her home / I drive all night to keep her warm and time is frozen / [Chorus: / All / & Harry] / The story of my life I give her hope / I spend her love until she's broke inside, the story of my life / The story of my life / The story of my life / The story of my life"
24,25,Chandelier,Sia,http://genius.com/Sia-Chandelier-lyrics,"[Produced by / Greg Kurstin / and / Jesse Shatkin / ] / [Written by Sia and Jesse Shatkin] / [Video performed by Maddie Ziegler and choreographed by Ryan Heffington] / [Verse 1] / Party girls don't get hurt / Can’t feel anything, when will I learn / I push it down, push it down / I'm the one ""for a good time call"" / Phone’s blowin' up, ringin' my doorbell / I feel the love, feel the love / [Pre-Chorus] / 1 2 3, 1 2 3, drink / 1 2 3, 1 2 3, drink / 1 2 3, 1 2 3, drink / Throw 'em back till I lose count / [Chorus] / I'm gonna swing from the chandelier / From the chandelier / I'm gonna live like tomorrow doesn't exist / Like it doesn't exist / I'm gonna fly like a bird through the night / Feel my tears as they dry / I'm gonna swing from the chandelier / From the chandelier / [Post-Chorus] / But I'm holding on for dear life / Won't look down, won't open my eyes / Keep my glass full until morning light / Cause I'm just holding on for tonight / Help me, I'm holding on for dear life / Won't look down, won't open my eyes / Keep my glass full until morning light / Cause I'm just holding on for tonight / On for tonight / [Verse 2] / Sun is up, I'm a mess / Gotta get out now, gotta run from this / Here comes the shame, here comes the shame / [Pre-Chorus] / 1 2 3, 1 2 3, drink / 1 2 3, 1 2 3, drink / 1 2 3, 1 2 3, drink / Throw 'em back till I lose count / [Chorus] / I'm gonna swing from the chandelier / From the chandelier / I'm gonna live like tomorrow doesn't exist / Like it doesn't exist / I'm gonna fly like a bird through the night / Feel my tears as they dry / I'm gonna swing from the chandelier / From the chandelier / [Post-Chorus] / But I'm holding on for dear life / Won't look down, won't open my eyes / Keep my glass full until morning light / Cause I'm just holding on for tonight / Help me, I'm holding on for dear life / Won't look down, won't open my eyes / Keep my glass full until morning light / Cause I'm just holding on for tonight / On for tonight / [Outro] / On for tonight / Yeah I'm just holding on for tonight / Oh, I'm just holding on for tonight / On for tonight, on for tonight / Yeah I'm just holding on for tonight / I'm just holding on for tonight / Oh, I'm just holding on for tonight / On for tonight, on for tonight"
25,26,Black-Widow,Iggy-Azalea,http://genius.com/Iggy-Azalea-Black-Widow-lyrics,"[Hook: Rita Ora] / I'm gonna love ya / Until you hate me / And I'm gonna show ya / What's really crazy / You should've known better / Than to mess with me, honey / I'm gonna love ya, I'm gonna love ya / Gonna love ya, gonna love ya / Like a black widow, baby / [Verse 1] / This twisted cat and mouse game always starts the same / First we're both down to play then somehow you go astray / We went from nothing to something, liking to loving / It was us against the world, and now we just fucking? / It's like I loved you so much, and now I just hate you / Feeling stupid for all the time that I gave you / I wanted all or nothing for us, ain't no place in between / Might be me believing what you say that you'll never mean / Like it'll last forever but now forever ain't as long / If it wasn't for you I wouldn't be stuck singing this song / You were different from my last but now you got em mirrored / And as it all plays out I see it couldn't be clearer / Now sing... / [Pre-hook: Rita Ora] / You used to be thirsty for me / But now you wanna be set free / This is the web, web that you weave / So baby now rest in peace (It's all over with now) / [Hook: Rita Ora] / I'm gonna love ya / Until you hate me / And I'm gonna show ya / What's really crazy / You should've known better / Than to mess with me, honey / I'm gonna love ya, I'm gonna love ya / Gonna love ya, gonna love ya / Like a black widow, baby / [Verse 2] / I'm gonna l-l-l-love you until it hurts / Just to get you, I'm doing whatever works / You ain't never met nobody / That will do ya how I do ya / That will bring you to your knees / Praise Jesus, hallelujah / I'ma make you beg for it, plead for it / 'Till you feel like you breathe for it / 'Till you'll do any and everything for it / I want you to fiend for it / Wake up and dream for it / 'Till it's got you gasping for air / And you lean forward / 'Till they have a CAT scan to check on your mind / And it's nothing but me, on it (on it, on it) / Now it's me time, believe that / If it's yours and you want it / I want it, promise I need that / 'Till I'm everywhere that you be at / I can't fall back or quit / Cause this here is fatal attraction / So I take it all or I don't want shhh / [Pre-hook: Rita Ora] / You used to be thirsty for me / But now you wanna be set free / This is the web, web that you weave / So baby now rest in peace (It's all over with now) / [Hook: Rita Ora] / I'm gonna love ya / Until you hate me / And I'm gonna show ya / What's really crazy / You should've known better / Than to mess with me, honey / I'm gonna love ya, I'm gonna love ya / Gonna love ya, gonna love ya / Like a black widow, baby / [Outro: Iggy Azalea] / Black, black, black, black widow baby"
