,rank,songname,artist,urls,lyrics_raw,word_counts,unique_word_counts,lyrkl_score,Year
29,30,Loyal,Chris-Brown,http://genius.com/Chris-Brown-Loyal-lyrics,"[Intro: Lil Wayne & Chris Brown] / Young Mula, baby / Haha, you thought it was over? / [Verse 1: Lil Wayne] / I wasn't born last night / I know these hoes ain’t right / But you was blowing up her phone last night / But she ain’t have her ringer nor her ring on last night, oh / Nigga, that’s that nerve / Why give a bitch your heart when she rather have a purse? / Why give a bitch a inch when she rather have nine? / You know how the game goes, she be mine by half time, I’m the shit, oh / Nigga, that’s that nerve / You all about her, and she all about hers / Birdman Junior in this bitch, no flamingos / And I done did everything but trust these hoes / , / CB fuck with me / [Hook: Chris Brown] / When a rich nigga want you / And your nigga can't do nothing for ya / These hoes ain’t loyal / These hoes ain’t loyal / Yeah, yeah, let me see / [Bridge: Chris Brown] / Just got rich / Took a broke nigga’s bitch / I can make a broke bitch rich / But I don’t fuck with broke bitches / [Verse 2: Chris Brown] / Got a white girl with some fake titties / I took her to the Bay with me / Eyes closed, smoking marijuana / Rolling up that Bob Marley, I’m a rasta / She wanna do drugs / Smoke weed, get drunk / She wanna see a nigga trap / She wanna fuck all the rappers / [Hook: Chris Brown] / When a rich nigga want you / And your nigga can't do nothing for ya / These hoes ain’t loyal / These hoes ain’t loyal / Yeah, yeah, let me see / [Verse 3: Chris Brown] / Black girl with a big booty / If she a bad bitch, let’s get to it right away / We up in this club / Bring me the bottles / I know girl, that you came in this bitch with your man / That’s a no-no girl / All this money in the air / I wanna see you dance / [Bridge: Chris Brown] / Just got rich / Took a broke nigga’s bitch / I can make a broke bitch rich / But I don’t fuck with broke bitches / [Hook: Chris Brown] / When a rich nigga want you / And your nigga can't do nothing for ya / These hoes ain’t loyal / These hoes ain’t loyal / Yeah, yeah, yeah, yeah, yeah, let me see / [Verse 4: Tyga] / Uh / , / rich young nigga / Name got bigger and my change got bigger, so my chains got bigger / Ferrari, Jaguar, switching four lanes / With the top down screaming out, ""Money ain't a thing"" / Ha, me and CB in the Bay with her / I sent her back home so you can lay with her / Okay, let's talk about this ice that I'm carrying / All these karats like I'm a fucking vegetarian / Shout-out Weezy F., / keep a red bone wet / Rose Rolex, hoes on deck, she know I got a check / Do it too good when she ride that dick / Man I wouldn't trust that bitch, no / [Verse 5: Chris Brown] / Come on, come on, girl, why you fronting? / Baby show me something / When I call her, she gon’ leave / And I bet that bottom dollar she gon’ cheat / Come on, come on, girl, why you fronting? / Baby show me something / You done spent your bread on her / And it’s all for nothing / [Hook: Chris Brown] / When a rich nigga want you / And your nigga can't do nothing for ya / These hoes ain’t loyal / These hoes ain’t loyal / Yeah, yeah, let me see / When a rich nigga want you / And your nigga can't do nothing for ya / These hoes ain’t loyal, they be playing games, yeah / These hoes ain’t loyal / Yeah, yeah, let me see / [Outro: Chris Brown] / Yeah, let me see / Yeah, let me see / Let me see / Oh, these hoes ain't loyal, let me see",585.0,221.0,83.4888888889,2014
30,31,Best-Day-of-My-Life,American-Authors,http://genius.com/American-Authors-Best-Day-of-My-Life-lyrics,"[Verse 1] / I had a dream so big and loud / I jumped so high, I touched the clouds / (Wo-o-o-o-o-o-oh, wo-o-o-o-o-o-oh) / I stretched my hands out to the sky / We danced with monsters through the night / (Wo-o-o-o-o-o-oh, wo-o-o-o-o-o-oh) / [Pre-Chorus] / I'm never gonna look back, whoa / Never gonna give it up, no / Please don't wake me now / [Chorus] / This is gonna be the best day of my life / My li-i-i-i-i-i-ife / This is gonna be the best day of my life / My li-i-i-i-i-i-ife / [Verse 2] / I howled at the moon with friends / And then the sun came crashing in / (Wo-o-o-o-o-o-oh, wo-o-o-o-o-o-oh) / But all the possibilities / No limits, just epiphanies / (Wo-o-o-o-o-o-oh, wo-o-o-o-o-o-oh) / [Pre-Chorus] / I'm never gonna look back, whoa / Never gonna give it up, no / Please don't wake me now / [Chorus] / This is gonna be the best day of my life / My li-i-i-i-i-i-ife / This is gonna be the best day of my life / My li-i-i-i-i-i-ife / [Bridge] / I hear it calling outside my window / I feel it in my soul (soul) / The stars were burning so bright / The sun was out 'til midnight / I say we lose control (control) / (Wo-o-o-o-o-o-oh) / [Chorus] / This is gonna be the best day of my life / My li-i-i-i-i-i-ife / This is gonna be the best day of my life / My li-i-i-i-i-i-ife / [Chorus] / This is gonna be the best day of my life / My li-i-i-i-i-i-ife / This is gonna be the best day of my life / My li-i-i-i-i-i-ife",225.0,86.0,32.8711111111,2014
31,32,Habits-Stay-High,Tove-Lo,http://genius.com/Tove-Lo-Habits-Stay-High-lyrics,"[Verse 1] / I eat my dinner in my bathtub / Then I go to sex clubs / Watching freaky people getting it on / It doesn't make me nervous / If anything, I'm restless / Yeah, I've been around and I've seen it all / I get home, I got the munchies / Binge on all my Twinkies / Throw up in the tub and I go to sleep / And I drank up all my money / Dazed and kinda lonely / [Chorus] / You're gone and I got to stay high / All the time, to keep you off my mind / Oh oh oh  oh, oh oh oh  oh / High, all the time, to keep you off my mind / Oh oh oh  oh, oh oh oh  oh / Spend my days locked in a haze / Trying to forget you, babe / I fall back down / I gotta stay high, all my life / To forget I'm missing you / Oh oh oh  oh, oh oh oh  oh / [Verse 2] / Pick up daddies at the playground / How I spend my day time / Loosen up their frown, make them feel alive / Make it fast and greasy / I'm numb and way too easy / [Chorus] / You're gone and I got to stay high / All the time, to keep you off my mind / Oh oh oh  oh, oh oh oh  oh / High, all the time, to keep you off my mind / Oh oh oh  oh, oh oh oh  oh / Spend my days locked in a haze / Trying to forget you, babe / I fall back down / I gotta stay high, all my life / To forget I'm missing you / Oh oh oh  oh, oh oh oh  oh / [Bridge] / Staying in my play pretend / Where the fun ain't got no end, oh / Can't go home alone again / Need someone to numb the pain, oh / Staying in my play pretend / Where the fun ain't got no end, oh / Can't go home alone again / Need someone to numb the pain / [Chorus] / You're gone and I got to stay high / All the time, to keep you off my mind / Oh oh oh  oh, oh oh oh  oh / High, all the time, to keep you off my mind / Oh oh oh  oh, oh oh oh  oh / Spend my days locked in a haze / Trying to forget you, babe / I fall back down / I gotta stay high, all my life / To forget I'm missing you / Oh oh oh  oh, oh oh oh  oh",390.0,112.0,32.1641025641,2014
32,33,Summer,Calvin-Harris,http://genius.com/Calvin-Harris-Summer-lyrics,"[Verse] / When I met you in the summer / To my heartbeat's sound / We fell in love as the leaves turned brown / And we could be together, baby / As long as skies are blue / You act so innocent now, but you lied so soon / When I met you in the summer / [Drop] / [Verse] / When I met you in the summer / To my heartbeat's sound / We fell in love as the leaves turned brown / And we could be together, baby / As long as skies are blue / You act so innocent now, but you lied so soon / When I met you in the summer / Summer / [Drop] / [Bridge] / When I met you in the summer / Summer / [Drop]",107.0,38.0,13.4953271028,2014
33,34,Boom-Clap,Charli-XCX,http://genius.com/Charli-XCX-Boom-Clap-lyrics,"[Verse 1] / You're picture-perfect blue / Sunbathing under the moon / Stars shining as your bones illuminate / First kiss just like a drug / Under your influence / You take me over, you're the magic in my veins / This must be love / [Chorus] / Boom clap, the sound of my heart / The beat goes on and on and on and on and / Boom clap, you make me feel good / Come on to me, come on to me now / Boom clap, the sound of my heart / The beat goes on and on and on and on and / Boom clap, you make me feel good / Come on to me, come on to me now / [Verse 2] / No silver or no gold / Could dress me up so good / You're the glitter in the darkness of my world / Just tell me what to do / I'll fall right into you / We're going under cast the spell, just say the word / I feel your love! / [Chorus] / [Bridge] / You are the light and I will follow / You let me lose my shadow / You are the sun, the glowing halo / And you keep burning me up with all your love, oh / [Chorus](2x)",181.0,95.0,49.861878453,2014
34,35,Drunk-in-Love,Beyonce,http://genius.com/Beyonce-Drunk-in-Love-lyrics,"[Verse 1: Beyoncé] / I've been drinking, I've been drinking / I get filthy when that liquor get into me / I've been thinking, I've been thinking / Why can't I keep my fingers off it? / Baby, I want you, now-now / Why can't I keep my fingers off you? / Baby, I want you, now-now / Cigars on ice, cigars on ice / Feeling like an animal / With these cameras all in my grill / Flashing lights, flashing lights / You got me faded, faded, faded / Baby, I want you, now-now / Can't keep your eyes off my fatty / Daddy, I want you, now-now / Drunk in love, I want you / [Pre-Chorus: Beyoncé] / We woke up in the kitchen / Saying, ""How the hell did this shit happen?"" / Oh, baby, drunk in love / We be all night, last thing I remember / Is our beautiful bodies / Grinding up in that club, drunk in love / [Hook: Beyoncé] / We be all night, love, love / We be all night, love, love / [Verse 2: Beyoncé] / We be all night, and everything all right / No complaints from my body / So fluorescent under these lights / Boy, I'm drinking, park it in my lot, 7-11 / I'm rubbing on it, rub-rubbing / If you scared, call that reverend / Boy, I'm drinking, get my brain right / Armand de Brignac, / gangster wife / Louis sheets, he sweat it out / Like washrags, he wet it up / Boy, I'm drinking, I'm singing on the mic to my boy's toys / Then I fill the tub up halfway / Then ride it with my surfboard, surfboard, surfboard / Graining on that wood / Graining-graining on that wood / I'm swerving on that, swerving-swerving on that / Big body been serving all this / Swerve, surfing all in this good-good / [Pre-Chorus: Beyoncé] / We woke up in the kitchen / Saying, ""How the hell did this shit happen?"" / Oh, baby, drunk in love / We be all night, last thing I remember / Is our beautiful bodies / Grinding up in that club, drunk in love / [Hook: Beyoncé] / We be all night, love, love / We be all night, love, love / [Interlude: Jay Z] / I'm nice right now… Hold up! / [Verse 3: Jay Z] / That D'ussé is the shit if I do say so myself / If I do say so myself, if I do say so myself / Hold up, stumble all in the house / Time to back up all that mouth / That you had all in the car / Talking 'bout you the baddest bitch thus far / Talking 'bout you be repping that Third / I wanna see all that shit that I heard / Know I sling Clint Eastwood / Hope you can handle this curve, uh / Foreplay in a foyer, fucked up my Warhol / Slid the panties right to the side / Ain't got the time to take drawers off / On sight, catch a charge I might / Beat the box up, like Mike in '97, I bite / I'm Ike Turner, turn up, baby, no, I don't play / ""Now eat the cake, Anna Mae!"" / Said, ""Eat the cake, Anna Mae!"" / I'm nice, for y'all to reach these heights / You gon' need G3, 4, 5, 6 flights / Sleep tight, we sex again in the morning / Your breasteses is my breakfast / We going in, we be all night / [Hook: Beyoncé] / We be all night, love, love / We be all night, love, love / [Bridge: Beyoncé] / I'm never tired, never tired / I been sippin', that's the only thing / That's keeping me on fire, we on fire / Didn't mean to spill that liquor all on my attire / I've been drinking, watermelon / I want your body right here / Daddy, I want you, right now / Can't keep your eyes off my fatty / Daddy, I want you / [Hook: Beyoncé] / We be all night, love, love / We be all night, love, love / [Produced by Noah “Detail” Fisher, Beyoncé Knowles, Timbaland, Jerome Harmon, BOOTS and Andre Proctor]",581.0,242.0,100.798623064,2014
35,36,Anaconda,Nicki-Minaj,http://genius.com/Nicki-Minaj-Anaconda-lyrics,"[Produced by Da Internz and Polow Da Don] / [Intro] / My anaconda don't, my anaconda don't / My anaconda don't want none unless you got buns, hun / [Verse 1] / Boy toy named Troy used to live in Detroit / Big dope dealer money, he was gettin' some coins / Was in shootouts with the law, but he live in a palace / Bo-bought me Alexander McQueen, he was keeping me stylish / Now that's real, real, real / Gun in my purse, bitch, I came dressed to kill / Who wanna go first? I had them pushing daffodils / I'm high as hell, I only took a half a pill / I'm on some dumb shit, by the way, what he say? / He can tell I ain't missing no meals / Come through and fuck him in my automobile / Let him eat it with his grills and he tellin' me to chill / And he telling me it's real, that he love my sex appeal / Say he don't like 'em boney, he want something he can grab / So I pulled up in the Jag, and I hit him with the jab like / Dun-d-d-dun-dun-d-d-dun-dun / [Bridge 1] / My anaconda don't, my anaconda don't / My anaconda don't want none unless you got buns, hun / [Hook] / Oh my gosh, look at her butt / Oh my gosh, look at her butt (I-ohhaha) / Oh my gosh, look at her butt / (Look at her butt) / Look at, look at, look at / Look, at her butt / [Verse 2] / Thi-this dude named Michael used to ride motorcycles / Di-dick bigger than a tower, I ain't talking about Eiffel's / Real country-ass nigga, let me play with his rifle / Pussy put his ass to sleep, now he calling me NyQuil / Now that bang, bang, bang / I let him hit it cause he slang cocaine / He toss my salad like his name Romaine / And when we done, I make him buy me Balmain / I'm on some dumb shit, by the way, what he say? / He can tell I ain't missing no meals / Come through and fuck him in my automobile / Let him eat it with his grills, and he telling me to chill / And he telling me it's real, that he love my sex appeal / He say he don't like 'em boney, he want something he can grab / So I pulled up in the Jag, Mayweather with the jab like / Dun-d-d-dun-dun-d-d-dun-dun... / [Bridge 1] / My anaconda don't, my anaconda don't / My anaconda don't want none unless you got buns, hun / [Hook] / Oh my gosh, look at her butt / Oh my gosh, look at her butt (I-ohhaha) / Oh my gosh, look at her butt / (Look at her butt) / Look at, look at, look at / Look, at her butt / [Bridge 2] / Little in the middle but she got much back / Little in the middle but she got much back / Little in the middle but she got much back / (Oh my God, look at her butt) / [Bridge 1] / My anaconda don't, my anaconda don't / My anaconda don't want none unless you got buns, hun / (Do-don't) My anaconda don't (don't) / (Do-don't) want none unless you got buns, hun / [Hook] / Oh my gosh, look at her butt / Oh my gosh, look at her butt / Oh my gosh, look at her butt / (Look at her butt) / Look at, look at, look at / Look, at her butt / [Outro] / Yeah, he love this fat ass, hahahahahahahaha! / Yeah! This one is for my bitches with a fat ass in the fucking club / I said, where my fat ass big bitches in the club? / Fuck the skinny bitches / Fuck the skinny bitches in the club / I wanna see all the big fat-ass bitches in the muthafuckin' club / Fuck you if you skinny bitches, what?! / Kyuh / Hahahaha / RRRRRR / (Kyuh) / Yeah, I got a big fat ass (ass, ass, ass, ass) / (Kyuh) / Come on! / Hey / Hey / Hey",576.0,194.0,65.3402777778,2014
36,37,Break-Free,Ariana-Grande,http://genius.com/Ariana-Grande-Break-Free-lyrics,"[Click here to read how Zedd and Ariana Grande got together to make “Break Free”] / [Verse 1] / If you want it, take it / I should've said it before / Tried to hide it, fake it / I can't pretend anymore / [Pre-Chorus] / I only wanna die alive / Never by the hands of a broken heart / I don't wanna hear you lie tonight / Now that I've become who I really are / [Chorus] / This is the part when I say I don't want ya / I'm stronger than I've been before / This is the part when I break free / Cause I can't resist it no more / This is the part when I say I don't want ya / I'm stronger than I've been before / This is the part when I break free / Cause I can't resist it no more / [Verse 2] / You were better, deeper / I was under your spell, yeah / Like a deadly fever yeah, babe / On the highway to hell / [Pre-Chorus] / I only wanna die alive / Never by the hands of a broken heart / I don't wanna hear you lie tonight / Now that I've become who I really are / [Chorus] / This is the part when I say I don't want ya / I'm stronger than I've been before / This is the part when I break free / Cause I can't resist it no more / This is the part when I say I don't want ya / I'm stronger than I've been before / This is the part when I break free / Cause I can't resist it no more / [Bridge] / Thought of your body, I came alive / It was lethal, it was fatal / In my dreams it felt so right / But I woke up every time, oh baby / [Chorus] / This is the part when I say I don't want ya / I'm stronger than I've been before / This is the part when I break free / Cause I can't resist it no more / This is the part when I say I don't want ya / I'm stronger than I've been before / This is the part when I break free / Cause I can't resist it no more / [Produced by Zedd]",322.0,91.0,25.7173913043,2014
37,38,Bailando,Enrique-Iglesias,http://genius.com/Enrique-Iglesias-Bailando-lyrics,[Intro] / Enrique Iglesias / One love one love / Gente De Zona / Descemer / [Verso 1: Enrique Iglesias] / Yo te miro y se me corta la respiración / Cuando tú me miras se me sube el corazón / (Me palpita lento el corazon) / Y en un silencio tu mirada dice mil palabras / La noche en la que te suplico que no salga el sol / [Coro 1: Alexander] / Bailando (Bailando) / Bailando (Bailando) / Tú cuerpo y el mío / Llenando e / l / vacìo / Subiendo y bajando (Subiendo y bajando) / Bailando (Bailando) / Bailando (Bailando) / Ese fuego por dentro / Me está enloqueciendo / Me va saturando / [Coro 1: Enrique Iglesias] / Con tu física y tu química / También tu anatomía / La cerveza y el tequila / Y tu boca con la mía / Ya no puedo más (Ya no puedo más) / Ya no puedo más (Ya no puedo más) / [Coro 2: Alexander] / Con esta melodía / Tu color / Tu fantasía / Con tu filosofía / Mi cabeza está vacía / Y ya no puedo más (Ya no puedo mas) / Ya no puedo más (Ya no puedo mas) / [Coro 2: Enrique Iglesias] / Yo quiero estar contigo / Vivir contigo / Bailar contigo / Tener contigo una noche loca (Una noche loca) / Y besar tu boca (Y besar tu boca) / Yo quiero estar contigo / Vivir contigo / Bailar contigo / Tener contigo una noche loca / Con tremenda loca / [Armonización: Randy Marcon] / Oh oh oh oh / Oh oh oh oh / Oh oh oh / Oh oh / Oh oh oh oh / [Verso 2: Enrique Iglesias] / Tú me miras y me llevas a otra dimensión (Estoy en otra dimension) / Tus latidos aceleran a mi corazón (Tus latidos aceleran a mi corazón) / Que ironía del destino no poder tocarte / Abrazarte y sentir la magia de tu olor / [Coro 1: Alexander] / Bailando (Bailando) / Bailando (Bailando) / Tú cuerpo y el mío / Llenando el vacìo / Subiendo y bajando / Bailando (Bailando) / Bailando (Bailando) / Ese fuego por dentro / Me está enloqueciendo / Me va saturando / [Coro 1: Enrique Iglesias] / Con tu física y tu química / También tu anatomía / La cerveza y el tequila / Y tu boca con la mía / Ya no puedo más (Ya no puedo más) / Ya no puedo más (Ya no puedo más) / [Coro 2: Alexander] / Con esta melodía / Tu color / Tu fantasía / Con tu filosofía / Mi cabeza está vacía / Y ya no puedo más (Ya no puedo mas) / Ya no puedo más (Ya no puedo mas) / [Coro 2: Enrique Iglesias] / Yo quiero estar contigo / Vivir contigo / Bailar contigo / Tener contigo una noche loca (Una noche loca) / Y besar tu boca (Y besar tu boca) / Yo quiero estar contigo / Vivir contigo / Bailar contigo / Tener contigo una noche loca / Con tremenda loca / [Armonización: Randy Marcon] / Oh oh oh oh / Oh oh oh oh / Oh oh oh / Oh oh / Oh oh oh oh / Oh oh oh oh / Oh oh oh oh / Oh oh oh / Oh oh / Oh oh oh oh / Oh oh oh oh ( / Bailando amor / ) / Oh oh oh oh (Bailando amor) / Oh oh oh / Oh oh ( / Es que se me va el dolor / ) / Oh oh oh oh,366.0,113.0,34.8879781421,2014
38,39,Burn,Ellie-Goulding,http://genius.com/Ellie-Goulding-Burn-lyrics,"[Verse 1] / We, we don't have to worry 'bout nothing / Cause we got the fire, and we're burning one hell of a something / They, they gonna see us from outer space, outer space / Light it up, like we're the stars of the human race, human race / [Chorus] / When the lights turned down, they don't know what they heard / Strike the match, play it loud, giving love to the world / We'll be raising our hands, shining up to the sky / Cause we got the fire, fire, fire, yeah we got the fire fire fire / And we gonna let it burn burn burn burn / We gonna let it burn burn burn burn / Gonna let it burn burn burn burn / We gonna let it burn burn burn burn / [Verse 2] / We don't wanna leave, no, we just gonna be right now, right now / And what we see, is everybody's on the floor / Acting crazy getting low go 'till the light's out / Music's on, I'm waking up, we start the fire, and we burn it up / And it's over now, we got the love / There's no secret now, no secret, no secret now / [Chorus] / When the lights turned down, they don't know what they heard / Strike the match, play it loud, giving love to the world / We'll be raising our hands, shining up to the sky / Cause we got the fire, fire, fire, yeah we got the fire fire fire / And we gonna let it burn burn burn burn / We gonna let it burn burn burn burn / Gonna let it burn burn burn burn / We gonna let it burn burn burn burn / [Bridge 1] / When the lights turned down, they don't know what they heard / Strike the match, play it loud, giving love to the world / We gonna let it burn burn burn burn burn burn / Burn burn burn burn burn burn / [Bridge 2] / We can light it up up up / So they can't put it out out out / [Bridge 2] / We can light it up up up / So they can't put it out out out / [Bridge 2] / We can light it up up up / So they can't put it out out out / [Bridge 2] / We can light it up up up / So they can't put it out out out / [Chorus] / When the lights turned down, they don't know what they heard / Strike the match, play it loud, giving love to the world / We'll be raising our hands, shining up to the sky / Cause we got the fire, fire, fire, yeah we got the fire fire fire / And we gonna let it burn burn burn burn / We gonna let it burn burn burn burn / Gonna let it burn burn burn burn / We gonna let it burn burn burn burn / [Outro] / When the lights turned down, they don't know what they heard / Strike the match, play it loud, giving love to the world / We'll be raising our hands, shining up to the sky / Cause we got the fire, fire, fire, yeah we got the fire fire fire / And we're gonna let it burn",507.0,93.0,17.0591715976,2014
39,40,Wiggle,Jason-Derulo,http://genius.com/Jason-Derulo-Wiggle-lyrics,"[Intro: Jason Derulo & Snoop Dogg] / Hey yo Jason / Say somethin' to her / Holla at her / I got one question / How do you fit all that in them jeans? / You know what to do with that big fat butt / [Hook: Snoop Dogg ] / Wiggle wiggle wiggle / Wiggle wiggle wiggle / Wiggle wiggle wiggle / Just a little bit / [Verse 1: Jason Derülo] / Patty cake patty cake with no hands / Got me in this club, making wedding plans / If I take pictures while you do your dance / I could make you famous on Instagram / [Pre-Hook: Jason Derülo] / Hot damn it, your booty like two planets / Go ahead, and go ham sandwich / Woah I can't stand it / Cause you know what to do with that big fat butt / [Hook: Snoop Dogg] / Wiggle wiggle wiggle / Wiggle wiggle wiggle / Wiggle wiggle wiggle / Just a little bit / [Verse 2: Jason Derülo] / Cadillac Cadillac, pop that trunk / Let's take a shot, Alley oop that donk / Tired of working that nine to five / Oh, baby let me come and change your life / [Pre-Hook: Jason Derülo] / Hot damn it, your booty like two planets / Go ahead, and go ham sandwich / Woah I can't stand it / Cause you know what to do with that big fat butt / [Hook: Snoop Dogg] / Wiggle wiggle wiggle / Wiggle wiggle wiggle / (Wiggle wiggle wiggle) / Wiggle wiggle wiggle / (Shake it shake it girl) / (Little bit, little bit, little bit) / [Verse 3: Snoop Dogg] / Shake what your mamma gave you / , / misbehave you / I just wanna strip you, dip you, flip you, bubble bathe you / What they do / Taste my raindrops, k boo? / Now what you're willing, what you wanting, what you may do / Completely separated til I deeply penetrate it / Then I take it out and wipe it off / Eat it, ate it , love it, hate it / Overstated, underrated, everywhere I been / Can you wiggle wiggle for the D-O-double G again? / [Bridge: Jason Derülo] / Come on baby, turn around / You're a star, girl, take a bow / It's just one thing that's killing me / How do you fit that in them jeans? / You know what to do with that big fat butt / [Hook: Snoop Dogg] / Wiggle wiggle wiggle / Wiggle wiggle wiggle / Wiggle wiggle wiggle / (Shake it shake it girl) / Just a little bit / Wiggle wiggle wiggle / [Outro: Snoop Dogg] / Now make it clap (wiggle wiggle wiggle) / Now make it clap (wiggle wiggle wiggle) / Now make it clap (wiggle wiggle wiggle) / Now make it clap (wiggle wiggle wiggle) / Damn baby, you got a bright future behind  you",344.0,157.0,71.6540697674,2014
40,41,Rather-Be,Clean-Bandit,http://genius.com/Clean-Bandit-Rather-Be-lyrics,"[Verse 1: Jess Glynne] / We're a thousand miles from comfort / We have travelled land and sea / But as long as you are with me / There's no place I'd rather be / I would wait forever / Exulted in the scene / As long as I am with you / My heart continues to beat / [Pre-Chorus: Jess Glynne] / With every step we take, Kyoto to The Bay / Strolling so casually / We're different and the same, gave you another name / Switch up the batteries / [Chorus: Jess Glynne] / If you gave me a chance I would take it / It's a shot in the dark but I'll make it / Know with all of your heart, you can't shake me / When I am with you, there's no place I'd rather be / N-n-n-no, no, no, no place I rather be / N-n-n-no, no, no, no place I rather be / N-n-n-no, no, no, no place I rather be / [Verse 2: Jess Glynne] / We staked out on a mission to find our inner peace / Make it everlasting so nothing's incomplete / It's easy being with you, sacred simplicity / As long as we're together, there's no place I'd rather be / [Pre-Chorus: Jess Glynne] / With every step we take, Kyoto to The Bay / Strolling so casually / We're different and the same, gave you another name / Switch up the batteries / [Chorus: Jess Glynne] / If you gave me a chance I would take it / It's a shot in the dark but I'll make it / Know with all of your heart, you can't shake me / When I am with you, there's no place I'd rather be / N-n-n-no, no, no, no place I rather be / N-n-n-no, no, no, no place I rather be / N-n-n-no, no, no, no place I rather be / When I am with you, there's no place I'd rather be / [Bridge: Jess Glynne] / Hmmmmmmmmmm, Hoooooooooo / Be, be, be, be, be, be, be, be, be / Yeah-e-yeah-e-yeah-e-yeah-e-yeah, yeah, yeah / [Chorus: Jess Glynne] / If you gave me a chance I would take it / It's a shot in the dark but I'll make it / Know with all of your heart, you can't shake me / When I am with you, there's no place I'd rather be / N-n-n-no, no, no, no place I rather be / N-n-n-no, no, no, no place I rather be / N-n-n-no, no, no, no place I rather be / When I am with you, there's no place I'd rather be",362.0,100.0,27.6243093923,2014
41,42,Dont-Tell-Em,Jeremih,http://genius.com/Jeremih-Dont-Tell-Em-lyrics,"[Produced By: DJ Mustard] / [Intro: YG] / Mustard on the beat, ho / [Hook: Jeremih] / Rhythm is a dancer, I need a companion / Girl I guess that must be you / Body like the summer, fuckin' like no other / Don't you tell 'em what we do / Don't tell 'em, don't tell 'em, you ain't even / Don't tell 'em, don't tell 'em / You ain't even, you ain't even gotta tell 'em / Don't tell 'em, don't tell 'em / You ain't even, don't tell 'em, don't tell 'em / You ain't even, you ain't even even gotta tell 'em / Don't tell 'em, don't tell 'em / [Verse 1: Jeremih] / Know you say you down with it / Won’t tell em how you hit the ground with it / Girl you know I’m from Chicago / I act a fool, Bobby Brown with it (in it) / Nobody take me out, though / You got gifts bring em down the South Pole / Marathon doll gon' put in miles / Don’t you worry bout him, I gon' work it out / [Pre-Hook: Jeremih] / Only is you got me feeling like this / Oh why, why, why, why, why / Loving while grabbing the rhythm of your hips / That’s right, right, right, right, right / [Hook: Jeremih] / Rhythm is a dancer, I need a companion / Girl I guess that must be you / Body like the summer, fuckin' like no other / Don't you tell 'em what we do / Don't tell 'em, don't tell 'em, you ain't even / Don't tell 'em, don't tell 'em / You ain't even, you ain't even gotta tell 'em / Don't tell 'em, don't tell 'em / You ain't even, don't tell 'em, don't tell 'em / You ain't even, you ain't even even gotta tell 'em / Don't tell 'em, don't tell 'em / [Verse 2: Jeremih] / Girl, he fufu with it / But you know I know what to do with it / I'll give you that, girl, I'm talking laps / As if you got a pool in it / And she say she ain't with your best friends / Then let me be your diamond / You know you feeling how your boy press play / Just keep that ass rewindin' / [Pre-Hook: Jeremih] / Only is you got me feeling like this / Oh why, why, why, why / Loving while grabbing the rhythm of your hips / That’s right, right, right, right, right / [Hook: Jeremih] / Rhythm is a dancer, I need a companion / Girl I guess that must be you / Body like the summer, fuckin' like no other / Don't you tell 'em what we do / Don't tell 'em, don't tell 'em, you ain't even / Don't tell 'em, don't tell 'em / You ain't even, you ain't even gotta tell 'em / Don't tell 'em, don't tell 'em / You ain't even, don't tell 'em, don't tell 'em / You ain't even, you ain't even even gotta tell 'em / Don't tell 'em, don't tell 'em / [Verse 3: YG] / Throw it up, 9-3-4 8-6-1-6 / I gotta missed call from your bitch / She been plottin' on me for a cool minute / She wanna' suck my dick, and I'm cool with it / I like girls in the shower, when it's winter fresh / It’s some Twitter pussy, I met on the Internet / On my late-night thirsty, ‘cause it was late-night and I was thirsty / Girl, I been to that county girl, I ain't tellin' / Handcuff me to the bed, girl it ain't no bailin' / I keep a stack of hundreds, I can keep a secret / If anything you was explorin', you wasn’t cheating / She got my number stored under fake names / Her nigga think she faithful, but she runnin game, YOLO / So take me out these Polos / And we can fuck from Uno to Ocho / [Pre-Hook: Jeremih] / Only is you got me feeling like this / Oh why, why, why, why, why / Loving while grabbing the rhythm of your hips / That’s right, right, right, right, right / [Hook: Jeremih (YG)] / Rhythm is a dancer, I need a companion / Girl I guess that must be you / Body like the summer, fuckin' like no other / (I keep it on the D.L, and creep like TL / Just tell me them details, just hand me) / Don't you tell 'em what we do / Don't tell 'em, don't tell 'em, you ain't even / Don't tell 'em, don't tell 'em / You ain't even, you ain't even gotta tell 'em / Don't tell 'em, don't tell 'em / You ain't even, don't tell 'em, don't tell 'em / You ain't even, you ain't even even gotta tell 'em / Don't tell 'em, don't tell 'em (no) / [Outro: Jeremih] / Right, right, right, right, right, right, right / Don't tell 'em, don't tell 'em, no / Why, why, why, why would you do (oh) / Just keep the rhythm like that, that (that, that) / Put in on like that, that (that, that) / I know you like that (that, that, that, that) / You know I want that (that, that, that, that) / Ohh oh-ohh oh-ohh oh-ohh",740.0,188.0,47.7621621622,2014
